#Position (bp)	insert size	chromosomes
3877256.5	15847.969232692456	0.0
1.16317685E7	28749.8214186728	828.0
1.93862805E7	18894.8522419613	0.0
2.71407925E7	17748.923481725873	0.0
3.48953045E7	12547.864454297334	828.0
4.26498165E7	16157.435767602828	0.0
5.04043285E7	11107.409597934175	0.0
5.81588405E7	9473.148860418249	828.0
6.59133525E7	9811.012412391832	0.0
7.36678645E7	7181.836861713785	0.0
8.14223765E7	5451.727042457919	828.0
8.91768885E7	6188.135914568861	0.0
9.69314005E7	4842.886094554615	0.0
1.046859125E8	4343.12605493148	828.0
1.124404245E8	5234.111347525994	0.0
1.201949365E8	2029.602881321484	0.0
1.279494485E8	0.0	828.0
1.357039605E8	0.0	0.0
1.434584725E8	2621.407433374533	0.0
1.512129845E8	3462.234510777666	828.0
1.589674965E8	1867.8281435057675	0.0
1.667220085E8	2001.077056870531	0.0
1.744765205E8	2309.9657917236896	828.0
1.822310325E8	980.2509645677518	0.0
1.899855445E8	1340.5666729382012	0.0
1.977400565E8	1313.3468644351378	828.0
2.054945685E8	1271.4504364315587	0.0
2.132490805E8	593.6847484685522	0.0
2.210035925E8	626.9934322961803	828.0
2.287581045E8	504.8599961426502	0.0
2.365126165E8	395.41855568196655	0.0
2.442671285E8	375.0972943809821	828.0
2.48697503E8	372.81396268416273	0.0
2.52574759E8	18564.621184616084	0.0
2.597761525E8	10723.874120313092	828.0
2.675306645E8	12836.0002120085	0.0
2.752851765E8	12404.832485474893	0.0
2.830396885E8	916191.8074147796	828.0
2.907942005E8	12619.014479264368	0.0
2.985487125E8	12299.379004992357	0.0
3.063032245E8	8043.7617563336835	828.0
3.140577365E8	8931.838732725028	0.0
3.218122485E8	8484.677340561395	0.0
3.295667605E8	4363.123147310347	828.0
3.373212725E8	8646.186116484525	0.0
3.450757845E8	2325.194535235733	0.0
3.528302965E8	3728.757097464247	828.0
3.605848085E8	6087.011556107679	0.0
3.683393205E8	4003.467401042689	0.0
3.760938325E8	3778.1114371563617	828.0
3.838483445E8	2314.7419450345956	0.0
3.916028565E8	3284.227335608755	0.0
3.993573685E8	2406.710609156262	828.0
4.071118805E8	3602.5446035501755	0.0
4.148663925E8	1748.8850030013848	0.0
4.226209045E8	1405.8190110100825	828.0
4.303754165E8	1303.8050471681368	0.0
4.381299285E8	682.9992809126076	0.0
4.458844405E8	901.1799770009371	828.0
4.536389525E8	743.8245840384105	0.0
4.613934645E8	577.5207268555218	0.0
4.691479765E8	728.3923130821032	828.0
4.769024885E8	412.6055917865889	0.0
4.846570005E8	417.61666401720504	0.0
4.904921255E8	370.3981056327078	828.0
4.943693815E8	8659.33834146958	0.0
5.001660245E8	7507.592672698697	0.0
5.079205365E8	6790.357654257632	828.0
5.156750485E8	6958.382967252809	0.0
5.234295605E8	8862.75455787507	0.0
5.311840725E8	7268.915981836794	828.0
5.389385845E8	8056.461648975306	0.0
5.466930965E8	5820.838445867727	0.0
5.544476085E8	4534.740799023514	828.0
5.622021205E8	6879.315711022256	0.0
5.699566325E8	4021.2878247365197	0.0
5.777111445E8	4831.835136342257	828.0
5.854656565E8	2520.4339984804255	0.0
5.932201685E8	2270.448682004432	0.0
6.009746805E8	2052.598684889334	828.0
6.087291925E8	1196.2236739931682	0.0
6.164837045E8	1769.8814989704338	0.0
6.242382165E8	1614.4069945910376	828.0
6.319927285E8	1382.6768881664298	0.0
6.397472405E8	646.1109510209463	0.0
6.475017525E8	1277.723297247082	828.0
6.552562645E8	579.710095451795	0.0
6.630107765E8	640.5008932356741	0.0
6.707652885E8	450.2731804957871	828.0
6.785198005E8	427.584738517442	0.0
6.862743125E8	373.07127530800153	0.0
6.903119965E8	362.68406580816645	828.0
6.941892525E8	10117.714105327443	0.0
7.017833365E8	7135.739632396433	0.0
