#Insert size (bp)	insert size
0.0	1.5389965E7
1.0	6385.0
2.0	6415.0
3.0	6205.0
4.0	6294.0
5.0	6996.0
6.0	6468.0
7.0	6383.0
8.0	6416.0
9.0	6430.0
10.0	6437.0
11.0	6215.0
12.0	6176.0
13.0	6393.0
14.0	6227.0
15.0	6225.0
16.0	6130.0
17.0	6262.0
18.0	5995.0
19.0	6064.0
20.0	5893.0
21.0	5744.0
22.0	5672.0
23.0	5867.0
24.0	5664.0
25.0	5660.0
26.0	5746.0
27.0	5973.0
28.0	6061.0
29.0	5853.0
30.0	6259.0
31.0	6541.0
32.0	6322.0
33.0	6432.0
34.0	6752.0
35.0	7262.0
36.0	7581.0
37.0	8950.0
38.0	10813.0
39.0	12276.0
40.0	13893.0
41.0	14909.0
42.0	15810.0
43.0	17175.0
44.0	17075.0
45.0	16683.0
46.0	17882.0
47.0	18169.0
48.0	17904.0
49.0	18613.0
50.0	18555.0
51.0	19716.0
52.0	19218.0
53.0	19832.0
54.0	21145.0
55.0	20867.0
56.0	23375.0
57.0	23128.0
58.0	24449.0
59.0	25250.0
60.0	24700.0
61.0	25583.0
62.0	24411.0
63.0	26058.0
64.0	26354.0
65.0	29489.0
66.0	31397.0
67.0	26641.0
68.0	26935.0
69.0	29566.0
70.0	35344.0
71.0	26194.0
72.0	25118.0
73.0	26655.0
74.0	28839.0
75.0	26181.0
76.0	26185.0
77.0	28680.0
78.0	28021.0
79.0	28502.0
80.0	28035.0
81.0	38907.0
82.0	30843.0
83.0	29511.0
84.0	30918.0
85.0	30245.0
86.0	31451.0
87.0	28959.0
88.0	35196.0
89.0	31851.0
90.0	31706.0
91.0	31794.0
92.0	32390.0
93.0	32508.0
94.0	33882.0
95.0	35252.0
96.0	35392.0
97.0	39229.0
98.0	36297.0
99.0	41418.0
100.0	39064.0
101.0	37321.0
102.0	38490.0
103.0	48380.0
104.0	44912.0
105.0	46211.0
106.0	56475.0
107.0	45732.0
108.0	45979.0
109.0	46750.0
110.0	56615.0
111.0	43122.0
112.0	43434.0
113.0	43208.0
114.0	46770.0
115.0	43253.0
116.0	45144.0
117.0	39521.0
118.0	41742.0
119.0	42302.0
120.0	45459.0
121.0	46189.0
122.0	42856.0
123.0	45258.0
124.0	44153.0
125.0	41869.0
126.0	41131.0
127.0	40827.0
128.0	43274.0
129.0	44007.0
130.0	43988.0
131.0	44979.0
132.0	46743.0
133.0	48693.0
134.0	49994.0
135.0	55596.0
136.0	49958.0
137.0	51359.0
138.0	54420.0
139.0	61308.0
140.0	55744.0
141.0	55043.0
142.0	58046.0
143.0	57369.0
144.0	58635.0
145.0	60521.0
146.0	62378.0
147.0	61594.0
148.0	64073.0
149.0	73711.0
150.0	73877.0
151.0	66696.0
152.0	63958.0
153.0	67800.0
154.0	78100.0
