#Coverage (X)	Coverage
1.0	92.29890634324677
2.0	92.27975633059344
3.0	92.26259780371043
4.0	92.24583849602533
5.0	92.22846151567505
6.0	92.20939861359855
7.0	92.18768731786376
8.0	92.16090194386669
9.0	92.1260239908351
10.0	92.07833833282437
11.0	92.01145723699277
12.0	91.91792620444507
13.0	91.78836098876694
14.0	91.61545452136212
15.0	91.39235814417911
16.0	91.11496631187525
17.0	90.78400079780135
18.0	90.40263913917504
19.0	89.97765139464506
20.0	89.51676151913959
21.0	89.02693990629048
22.0	88.51456252159656
23.0	87.98063861620788
24.0	87.42029215785527
25.0	86.82076615397163
26.0	86.16387222561401
27.0	85.42322824789521
28.0	84.56501519968825
29.0	83.55123020527438
30.0	82.33999400050565
31.0	80.89054857169718
32.0	79.16461343055548
33.0	77.13052533317443
34.0	74.76579195464309
35.0	72.05989812629531
36.0	69.01475396191921
37.0	65.64640534582665
38.0	61.983894273752355
39.0	58.069985365381186
40.0	53.95822012766614
41.0	49.7126458545913
42.0	45.40411742532966
43.0	41.09909057044613
44.0	36.868835121087876
45.0	32.776430676541054
46.0	28.87443431686627
47.0	25.21049024034005
48.0	21.81969636870815
49.0	18.72402897247622
50.0	15.935521078588451
51.0	13.45768786640572
