#Position (bp)	insert size	chromosomes
3877256.5	18345.8213121213	0.0
1.16317685E7	31661.778018317596	830.0
1.93862805E7	22862.148875480714	0.0
2.71407925E7	20850.88962524575	0.0
3.48953045E7	13863.845585099076	830.0
4.26498165E7	17492.645466012764	0.0
5.04043285E7	10116.006029840164	0.0
5.81588405E7	7462.873045591814	830.0
6.59133525E7	8316.113442465139	0.0
7.36678645E7	8103.134971835709	0.0
8.14223765E7	6178.9723268939915	830.0
8.91768885E7	6327.982120744148	0.0
9.69314005E7	6273.573272314319	0.0
1.046859125E8	3813.7377405475354	830.0
1.124404245E8	5154.653583975999	0.0
1.201949365E8	1863.6271782362214	0.0
1.279494485E8	0.0	830.0
1.357039605E8	0.0	0.0
1.434584725E8	2037.3727601446365	0.0
1.512129845E8	3575.70603375273	830.0
1.589674965E8	2720.9606464131357	0.0
1.667220085E8	2036.1920413419664	0.0
1.744765205E8	2506.185053571802	830.0
1.822310325E8	1272.1528133948798	0.0
1.899855445E8	1793.3200616254326	0.0
1.977400565E8	1898.5208973892265	830.0
2.054945685E8	1145.8125458543936	0.0
2.132490805E8	667.9580085632111	0.0
2.210035925E8	747.2174297464144	830.0
2.287581045E8	485.2984588606709	0.0
2.365126165E8	411.59438501324354	0.0
2.442671285E8	380.3070825890046	830.0
2.48697503E8	389.5048852583144	0.0
2.52574759E8	20402.12973149362	0.0
2.597761525E8	15463.27907044426	830.0
2.675306645E8	11069.046858551148	0.0
2.752851765E8	14075.508656719105	0.0
2.830396885E8	903056.2324607053	830.0
2.907942005E8	14388.588073044437	0.0
2.985487125E8	13536.702066509119	0.0
3.063032245E8	7705.456532726813	830.0
3.140577365E8	8196.834116370883	0.0
3.218122485E8	10054.235290274657	0.0
3.295667605E8	4050.386327344117	830.0
3.373212725E8	7855.576736554299	0.0
3.450757845E8	2110.1803667169866	0.0
3.528302965E8	5460.452128167326	830.0
3.605848085E8	6195.813998690151	0.0
3.683393205E8	6001.419871094499	0.0
3.760938325E8	4416.595348890214	830.0
3.838483445E8	3509.0604731516223	0.0
3.916028565E8	2874.146342973868	0.0
3.993573685E8	1846.8239730992307	830.0
4.071118805E8	3712.334170423273	0.0
4.148663925E8	1695.2636636216387	0.0
4.226209045E8	1874.0128306086758	830.0
4.303754165E8	1377.613376621724	0.0
4.381299285E8	957.957126994266	0.0
4.458844405E8	690.3689973243861	830.0
4.536389525E8	835.6620524683531	0.0
4.613934645E8	630.108767088132	0.0
4.691479765E8	749.4722718944265	830.0
4.769024885E8	458.17519981889416	0.0
4.846570005E8	420.99390220359084	0.0
4.904921255E8	383.65149212633446	830.0
4.943693815E8	10624.33205242788	0.0
5.001660245E8	10900.49923362997	0.0
5.079205365E8	7884.462429352524	830.0
5.156750485E8	6758.323267433261	0.0
5.234295605E8	10693.342007900877	0.0
5.311840725E8	7284.450267594191	830.0
5.389385845E8	9370.07424427674	0.0
5.466930965E8	5878.093000797488	0.0
5.544476085E8	5151.4183403958905	830.0
5.622021205E8	7157.10825607681	0.0
5.699566325E8	5388.90463922577	0.0
5.777111445E8	4242.172765966664	830.0
5.854656565E8	3257.747967401909	0.0
5.932201685E8	2841.1914688454126	0.0
6.009746805E8	2474.7294663629045	830.0
6.087291925E8	1239.7476674608515	0.0
6.164837045E8	2202.7944305587384	0.0
6.242382165E8	1337.9422852271077	830.0
6.319927285E8	1365.0807609825986	0.0
6.397472405E8	742.9812109350577	0.0
6.475017525E8	1318.1929601769261	830.0
6.552562645E8	777.7819962064498	0.0
6.630107765E8	697.3611866544821	0.0
6.707652885E8	572.0324547801694	830.0
6.785198005E8	415.32540073725306	0.0
6.862743125E8	390.16518065056516	0.0
6.903119965E8	364.24168585905113	830.0
6.941892525E8	12378.578889144002	0.0
7.017833365E8	7513.471745908401	0.0
7.095378485E8	10055.513028242043	830.0
7.172923605E8	6984.5200623483315	0.0
7.250468725E8	4516.113141987228	0.0
7.328013845E8	4971.936564313944	830.0
7.405558965E8	3773.626088195203	0.0
7.483104085E8	5420.218075829142	0.0
7.560649205E8	2959.142022276953	830.0
7.638194325E8	3565.3067009235338	0.0
7.715739445E8	5061.867173025532	0.0
7.793284565E8	2865.0155429385213	830.0
7.870829685E8	1631.554196227841	0.0
7.948374805E8	1837.6254479231816	0.0
8.025919925E8	1312.2735654602275	830.0
8.103465045E8	1581.894847141459	0.0
8.181010165E8	1578.2255573374248	0.0
8.258555285E8	957.4335179494474	830.0
8.336100405E8	1070.0076266156836	0.0
8.413645525E8	831.1280833204374	0.0
8.491190645E8	589.3508733370514	830.0
8.568735765E8	539.1903953429801	0.0
8.646280885E8	431.2130836674004	0.0
8.723826005E8	421.93233762388957	830.0
8.789432785E8	372.83280463630445	0.0
8.828205345E8	7145.142592252456	0.0
8.878916245E8	5828.071694994278	830.0
8.956461365E8	6460.905965146394	0.0
9.034006485E8	9123.768843089365	0.0
9.111551605E8	6425.2997600863455	830.0
9.189096725E8	3406.7958922165467	0.0
9.266641845E8	4564.101741991598	0.0
9.344186965E8	4203.858043220695	830.0
9.421732085E8	2950.20243445641	0.0
9.499277205E8	5437.802850356295	0.0
9.576822325E8	4383.937927113229	830.0
9.654367445E8	2720.1829372360344	0.0
9.731912565E8	2989.5481063261823	0.0
9.809457685E8	1970.623152713873	830.0
9.887002805E8	1453.41705752076	0.0
9.964547925E8	1696.586677514063	0.0
1.0042093045E9	1416.0064200324236	830.0
1.0119638165E9	1169.7412226790816	0.0
1.0197183285E9	1061.404193596765	0.0
1.0274728405E9	757.9555590018509	830.0
1.0352273525E9	671.1713702760283	0.0
1.0429818645E9	458.73762045480106	0.0
1.0507363765E9	441.3718683488592	830.0
1.0584908885E9	383.7572765938848	0.0
1.0624550525E9	368.77890826873386	0.0
1.0663323085E9	8519.369830190844	830.0
1.0739999125E9	8620.498906752531	0.0
1.0817544245E9	9322.047709303533	0.0
1.0895089365E9	7407.492742740891	830.0
1.0972634485E9	6350.0863671638135	0.0
1.1050179605E9	4177.153658510083	0.0
1.1127724725E9	3899.626836487862	830.0
1.1205269845E9	1926.2328221713817	0.0
1.1282814965E9	2175.3513297128643	0.0
1.1360360085E9	2380.9940442885177	830.0
1.1437905205E9	1531.4322515786498	0.0
1.1515450325E9	2228.6192076383236	0.0
1.1592995445E9	1546.5214269472372	830.0
1.1670540565E9	1785.8486413317864	0.0
1.1748085685E9	1370.427381408265	0.0
1.1825630805E9	655.7386201610757	830.0
1.1903175925E9	707.7567015343011	0.0
1.1980721045E9	600.7282620494276	0.0
1.2058266165E9	530.3306708732487	830.0
1.2135811285E9	490.93604705417124	0.0
1.2213356405E9	408.9117775784364	0.0
1.2290901525E9	372.83144355755616	830.0
1.233312218E9	367.00360871246295	0.0
1.237189474E9	12759.270044973264	0.0
1.2445991765E9	4570.123505551937	830.0
1.2523536885E9	5695.592080145529	0.0
1.2601082005E9	6158.133825606665	0.0
1.2678627125E9	3801.845881007598	830.0
1.2756172245E9	5019.015303146389	0.0
1.2833717365E9	2870.1073876386013	0.0
1.2911262485E9	4542.748353805721	830.0
