#GC Content (%)	Sample	HUMAN (hg19)
1.0	1.4571055166172052E-5	0.0
2.0	1.310848208664071E-5	3.0E-6
3.0	2.4159793626837804E-5	3.0E-6
4.0	5.481231821421194E-5	1.0E-5
5.0	7.849370008606285E-5	8.0E-6
6.0	6.543989362856352E-5	1.2000000000000002E-5
7.0	6.226187268472203E-5	6.999999999999999E-6
8.0	5.906334837995256E-5	9.999999999999999E-6
9.0	5.586482407518308E-5	1.6E-5
10.0	6.975243387708815E-5	1.5000000000000002E-5
11.0	6.520068775107007E-5	1.9999999999999998E-5
12.0	7.424266992032223E-5	1.6E-5
13.0	8.966803179182801E-5	1.6E-5
14.0	1.1070448010396569E-4	2.4999999999999998E-5
15.0	1.603841236325326E-4	2.2000000000000003E-5
16.0	2.247168357709836E-4	2.6999999999999996E-5
17.0	3.5027258364047086E-4	3.3E-5
18.0	5.552856895596375E-4	3.7000000000000005E-5
19.0	0.001006386967790416	4.7000000000000004E-5
20.0	0.0019018097462384447	5.4999999999999995E-5
21.0	0.003043108828935163	6.400000000000001E-5
22.0	0.004639794392296613	9.3E-5
23.0	0.005863352959036507	1.66E-4
24.0	0.007402225879034613	3.03E-4
25.0	0.010960714022709865	7.059999999999999E-4
26.0	0.011698609479147996	0.0016020000000000001
27.0	0.01614402517539344	0.0033690000000000005
28.0	0.01966974894830573	0.006167999999999999
29.0	0.0231212778924732	0.010352
30.0	0.026437846880558866	0.015647
31.0	0.029482814680884838	0.022148
32.0	0.03235917650984614	0.028808
33.0	0.03497751721043573	0.035106000000000005
34.0	0.03749223392489517	0.041161
35.0	0.03982414267332046	0.047408
36.0	0.04238074775415582	0.052698999999999996
37.0	0.04432182827102505	0.057517000000000006
38.0	0.04488247217224053	0.061487999999999994
39.0	0.04413254124293767	0.063321
40.0	0.04261284579986088	0.060248
41.0	0.040266365996269406	0.055508
42.0	0.0371105228544984	0.051446000000000006
43.0	0.03381602915167856	0.048194
44.0	0.030886474770016367	0.044423
45.0	0.028635882351031552	0.040655000000000004
46.0	0.027075487736512676	0.03652
47.0	0.02596793035144982	0.032315
48.0	0.025174463952443136	0.028137999999999996
49.0	0.02453288645119115	0.02458
50.0	0.02401283920461312	0.020810000000000002
51.0	0.02553667632659735	0.017532
52.0	0.019823770195596932	0.014506999999999997
53.0	0.020203164386208828	0.012007
54.0	0.017746971098291577	0.010018
55.0	0.015137146126940754	0.008414999999999999
56.0	0.012710511851028047	0.007258
57.0	0.010544147238735495	0.006174999999999999
58.0	0.008760635050598023	0.005363000000000001
59.0	0.007268817343929698	0.0046159999999999994
60.0	0.006102531498715379	0.003946
61.0	0.005195572162518523	0.0034579999999999993
62.0	0.0044115646473532975	0.002915
63.0	0.0037798560971613266	0.0024610000000000005
64.0	0.003203260581143845	0.0019950000000000002
65.0	0.0026947703956755682	0.0016779999999999998
66.0	0.0022440655157560637	0.0013500000000000003
67.0	0.0018540369152761826	0.001069
68.0	0.0015101477113379656	8.119999999999999E-4
69.0	0.0012139629938255837	6.4E-4
70.0	9.759941524414633E-4	5.05E-4
71.0	7.852582201818341E-4	4.0299999999999993E-4
72.0	6.423087877917522E-4	3.2E-4
73.0	5.360603714628071E-4	2.79E-4
74.0	4.423941842900173E-4	2.0700000000000002E-4
75.0	3.743093571017406E-4	2.0099999999999998E-4
76.0	3.193125086391766E-4	1.54E-4
77.0	2.7902340441563796E-4	1.12E-4
78.0	2.4770793782492493E-4	7.699999999999999E-5
79.0	2.1864100648265013E-4	6.3E-5
80.0	1.8567160211041095E-4	3.7E-5
81.0	1.5292773470837985E-4	2.8000000000000003E-5
82.0	1.292736906510996E-4	1.6E-5
83.0	1.090300389615116E-4	9.0E-6
84.0	8.77270469573098E-5	4.0E-6
85.0	7.049738932413917E-5	0.0
86.0	5.47986493069266E-5	1.0E-6
87.0	3.8266105945308315E-5	0.0
88.0	2.52259683950943E-5	0.0
89.0	1.4926446755590881E-5	0.0
90.0	1.054556197063953E-5	0.0
91.0	1.085994683820234E-5	0.0
92.0	1.1454544305114616E-5	0.0
93.0	1.7960944172936284E-5	0.0
94.0	3.4083420315994383E-5	0.0
95.0	5.2980684637976436E-5	0.0
96.0	6.850856331412225E-5	0.0
97.0	7.021034227114705E-5	0.0
98.0	5.0971355267031495E-5	0.0
99.0	3.8970054670503294E-5	0.0
100.0	4.038478657453595E-5	0.0
