#Coverage (X)	Coverage
1.0	92.29608730699667
2.0	92.27930704376939
3.0	92.26399260459702
4.0	92.24868790169194
5.0	92.2323784611382
6.0	92.21372986624998
7.0	92.19116039270453
8.0	92.16275941088502
9.0	92.12545967420421
10.0	92.0764160970611
11.0	92.01233756319952
12.0	91.92947783422676
13.0	91.82428717025698
14.0	91.69466582596513
15.0	91.53736179136065
16.0	91.35086123807744
17.0	91.13436034375728
18.0	90.88611950824671
19.0	90.60626633467788
20.0	90.29501018503666
21.0	89.95100964671006
22.0	89.57342208122792
23.0	89.15994292701994
24.0	88.70690038622705
25.0	88.20858010817554
26.0	87.65783402847525
27.0	87.04739750544304
28.0	86.36558482606664
29.0	85.60239652145299
30.0	84.74393690711297
31.0	83.77799573669424
32.0	82.6911795172159
33.0	81.4721957261153
34.0	80.11053374046702
35.0	78.59647960258016
36.0	76.92395427086876
37.0	75.08877234325485
38.0	73.0917496673539
39.0	70.93463854560189
40.0	68.6248196166677
41.0	66.17119637458907
42.0	63.58727553675325
43.0	60.88763626071693
44.0	58.09178676994729
45.0	55.2176344134472
46.0	52.28844093915739
47.0	49.3250120732374
48.0	46.35043327915942
49.0	43.38676455287987
50.0	40.455065633968644
51.0	37.57616462265647
