#Position (bp)	insert size	chromosomes
3877256.5	20397.139438190745	0.0
1.16317685E7	29456.668834434193	812.0
1.93862805E7	20071.737764380552	0.0
2.71407925E7	25188.597313296388	0.0
3.48953045E7	13639.28837128894	812.0
4.26498165E7	19161.7511820909	0.0
5.04043285E7	8662.406544302694	0.0
5.81588405E7	9466.287302125147	812.0
6.59133525E7	10138.686503564908	0.0
7.36678645E7	7186.8320313834765	0.0
8.14223765E7	4980.697305067251	812.0
8.91768885E7	6933.226856238842	0.0
9.69314005E7	7118.929267907756	0.0
1.046859125E8	3471.9804893974765	812.0
1.124404245E8	5271.697839957248	0.0
1.201949365E8	1815.8771797682323	0.0
1.279494485E8	0.0	812.0
1.357039605E8	0.0	0.0
1.434584725E8	2267.2039099359426	0.0
1.512129845E8	2359.334981132764	812.0
1.589674965E8	2419.2192588528005	0.0
1.667220085E8	2285.0654700744926	0.0
1.744765205E8	2384.884647378944	812.0
1.822310325E8	1684.9966790514566	0.0
1.899855445E8	1878.5688814082152	0.0
1.977400565E8	1692.0542962544662	812.0
2.054945685E8	1068.087878636814	0.0
2.132490805E8	774.1182929218965	0.0
2.210035925E8	539.5430330654007	812.0
2.287581045E8	457.92999629315284	0.0
2.365126165E8	405.97054610819146	0.0
2.442671285E8	372.57934183186035	812.0
2.48697503E8	373.5081682738789	0.0
2.52574759E8	16235.71454217849	0.0
2.597761525E8	10948.865481975521	812.0
2.675306645E8	13776.916679590819	0.0
2.752851765E8	12583.1840275032	0.0
2.830396885E8	855735.7165455715	812.0
2.907942005E8	12724.271369126565	0.0
2.985487125E8	12942.436438421937	0.0
3.063032245E8	8651.121162209622	812.0
3.140577365E8	9565.586195301985	0.0
3.218122485E8	8691.401419418871	0.0
3.295667605E8	5434.742639865208	812.0
3.373212725E8	6944.543259596653	0.0
3.450757845E8	2726.567023350251	0.0
3.528302965E8	4947.665969521055	812.0
3.605848085E8	5912.979830324864	0.0
3.683393205E8	4944.4230747350675	0.0
3.760938325E8	3230.8560192286814	812.0
3.838483445E8	2621.3768316480396	0.0
3.916028565E8	1931.2672735420683	0.0
3.993573685E8	2090.261250721183	812.0
4.071118805E8	3747.420341740913	0.0
4.148663925E8	1414.3724259955284	0.0
4.226209045E8	1912.5522732273307	812.0
4.303754165E8	1136.1308864680059	0.0
4.381299285E8	613.070324730145	0.0
4.458844405E8	702.7533521315821	812.0
4.536389525E8	1205.113627786772	0.0
4.613934645E8	564.6125330190168	0.0
4.691479765E8	875.6730945289295	812.0
4.769024885E8	480.59769192804646	0.0
4.846570005E8	381.6764785256155	0.0
4.904921255E8	369.2569800037773	812.0
4.943693815E8	6999.718765718966	0.0
5.001660245E8	8445.86316601324	0.0
5.079205365E8	7597.61114250972	812.0
5.156750485E8	6034.312350610307	0.0
5.234295605E8	8134.419809464073	0.0
5.311840725E8	7432.7190352610305	812.0
5.389385845E8	10567.350720115146	0.0
5.466930965E8	6409.203339709684	0.0
5.544476085E8	5063.8070444539435	812.0
5.622021205E8	7880.7060558722	0.0
5.699566325E8	3726.941057194798	0.0
5.777111445E8	2772.96612551658	812.0
5.854656565E8	3678.4894036053015	0.0
