#Read position (bp)	Clipping profile
0.0	10.630834768233475
1.0	1.1105952381499304
2.0	1.07550528810281
3.0	1.0329283257250015
4.0	0.9849108419997579
5.0	0.9301522218892232
6.0	0.9065555011454285
7.0	0.8799297035015119
8.0	0.8521216662785744
9.0	0.8232674127468518
10.0	0.7930770438234819
11.0	0.77395950958709
12.0	0.7539313319039687
13.0	0.7335309942259137
14.0	0.7129005389142876
15.0	0.691733074213999
16.0	0.6758713359768542
17.0	0.6597466003090287
18.0	0.6435036120209623
19.0	0.6274880389173894
20.0	0.6116377656157251
21.0	0.598900345135586
22.0	0.5860988029091531
23.0	0.5734370510031847
24.0	0.5611890604294646
25.0	0.5489737858680619
26.0	0.538718442027035
27.0	0.5284902045691795
28.0	0.5182538597640916
29.0	0.5085387191151826
30.0	0.9053717056108782
31.0	0.885333045701032
32.0	0.8115753077591388
33.0	0.7617261777523057
34.0	0.6916231336719815
35.0	0.8387160038447203
36.0	0.7665410411920957
37.0	0.7578620440872286
38.0	0.6866290077767156
39.0	0.6651663619340046
40.0	0.7477025962422555
41.0	0.6846042182784794
42.0	0.6552733510003567
43.0	0.6265655620193961
44.0	0.5931002752222457
45.0	0.6222313659996221
46.0	0.6063800280968061
47.0	0.5963728591627319
48.0	0.5603384031630165
49.0	0.5544562770685949
50.0	0.5645580317203825
51.0	0.602218829764192
52.0	0.5677969988321924
53.0	0.5782466733296122
54.0	0.5235058238690721
55.0	0.5212675408937112
56.0	0.5163644793431184
57.0	0.5077453046337401
58.0	0.49504363018458114
59.0	0.48553653716844336
60.0	0.5063037527818715
61.0	0.4820242132378222
62.0	0.4694386212604022
63.0	0.47309069456528996
64.0	0.4551411506309648
65.0	0.45605572491271623
66.0	0.4595248506042952
67.0	0.442759593558898
68.0	0.4620081965755497
69.0	0.44674963678326896
70.0	0.44557849362394525
71.0	0.4411308356891135
72.0	0.4096854248464221
73.0	0.40932370613201524
74.0	0.412290012510382
75.0	0.4403810289086948
76.0	0.3918123684102305
77.0	0.394446355444458
78.0	0.3857319398781961
79.0	0.38718086204573077
80.0	0.3848699814610601
81.0	0.38632103283089836
82.0	0.3833099722579599
83.0	0.3868141069489522
84.0	0.3811713113826842
85.0	0.3825350654580787
86.0	0.3884327920539932
87.0	0.3809901654020937
88.0	0.3798605007414902
89.0	0.38158130566470316
90.0	0.38189769693776426
91.0	0.3851126695774615
92.0	0.3819923236016758
93.0	0.38427007871204777
94.0	0.3833526791426244
95.0	0.3879522065263734
96.0	0.38797964047913014
97.0	0.39068315415780663
98.0	0.3916304853980735
99.0	0.3945693168774854
100.0	0.3976986710168628
101.0	0.4011989977114277
102.0	0.40385272081316076
103.0	0.4068384356894479
104.0	0.4101253098530865
105.0	0.4138925238671561
106.0	0.41824027307851575
107.0	0.42261394123330065
108.0	0.4275823119699337
109.0	0.4331323234512068
110.0	0.43796295117728223
111.0	0.4444716359957081
112.0	0.450956490126814
113.0	0.45735728171312956
114.0	0.4639392602262337
115.0	0.4711383798377691
116.0	0.4792121921340632
117.0	0.48730811537735524
118.0	0.4950912096668248
119.0	0.5034512768343459
120.0	0.5120141095750775
121.0	0.5222152406497614
122.0	0.5322694567655035
123.0	0.5426990266796345
124.0	0.5532279730166618
125.0	0.5638720600628709
126.0	0.576546791913651
127.0	0.589342110317966
128.0	0.6023267229963023
129.0	0.6155839964080816
130.0	0.628820059689222
131.0	0.6452272422318472
132.0	0.6618545924818943
133.0	0.6788331792196233
134.0	0.6954778087652873
135.0	0.7116580674777966
136.0	0.7331257906490776
137.0	0.7542243428978894
138.0	0.7750341835035858
139.0	0.7953484522731414
140.0	0.8149667585128381
141.0	0.8453399522109224
142.0	0.8745155105594836
143.0	0.9026993110427914
144.0	0.9294898761880407
145.0	0.9530760737589122
146.0	1.0076252540659387
147.0	1.05572598141201
148.0	1.0980964521125764
149.0	1.132478237662791
150.0	1.1476034356877158
