#Insert size (bp)	insert size
0.0	1.4211059E7
1.0	3645.0
2.0	5712.0
3.0	5869.0
4.0	5842.0
5.0	6072.0
6.0	5844.0
7.0	5822.0
8.0	5809.0
9.0	5876.0
10.0	5741.0
11.0	5723.0
12.0	5798.0
13.0	5757.0
14.0	5715.0
15.0	5623.0
16.0	5712.0
17.0	5553.0
18.0	5585.0
19.0	5396.0
20.0	5364.0
21.0	5308.0
22.0	5295.0
23.0	5137.0
24.0	5120.0
25.0	5099.0
26.0	5032.0
27.0	5166.0
28.0	5520.0
29.0	5120.0
30.0	5799.0
31.0	5935.0
32.0	5936.0
33.0	8123.0
34.0	10967.0
35.0	10808.0
36.0	12709.0
37.0	14716.0
38.0	14551.0
39.0	15419.0
40.0	16121.0
41.0	15348.0
42.0	15391.0
43.0	16205.0
44.0	16429.0
45.0	16501.0
46.0	17289.0
47.0	17909.0
48.0	17232.0
49.0	18201.0
50.0	18008.0
51.0	19820.0
52.0	20167.0
53.0	21425.0
54.0	22822.0
55.0	21760.0
56.0	22984.0
57.0	22383.0
58.0	22824.0
59.0	24118.0
60.0	23794.0
61.0	24153.0
62.0	23566.0
63.0	24894.0
64.0	25148.0
65.0	27735.0
66.0	29616.0
67.0	25773.0
68.0	25725.0
69.0	27665.0
70.0	32704.0
71.0	24928.0
72.0	23761.0
73.0	25863.0
74.0	29330.0
75.0	27517.0
76.0	27753.0
77.0	30340.0
78.0	29412.0
79.0	27671.0
80.0	26730.0
81.0	35506.0
82.0	28632.0
83.0	27279.0
84.0	28497.0
85.0	28094.0
86.0	28773.0
87.0	26721.0
88.0	31088.0
89.0	29263.0
90.0	28842.0
91.0	28828.0
92.0	29335.0
93.0	29862.0
94.0	30554.0
95.0	31635.0
96.0	31883.0
97.0	35443.0
98.0	34161.0
99.0	40120.0
100.0	39226.0
101.0	36847.0
102.0	38455.0
103.0	46209.0
104.0	41733.0
105.0	41187.0
106.0	50550.0
107.0	41009.0
108.0	41258.0
109.0	41796.0
110.0	49750.0
111.0	38698.0
112.0	39170.0
113.0	39155.0
114.0	42240.0
115.0	38954.0
116.0	41282.0
117.0	36365.0
118.0	38189.0
119.0	38580.0
120.0	41357.0
121.0	41868.0
122.0	39834.0
123.0	40933.0
124.0	41592.0
125.0	39726.0
126.0	40830.0
127.0	40651.0
128.0	43098.0
129.0	43302.0
130.0	42240.0
131.0	42977.0
132.0	43575.0
133.0	45071.0
134.0	46653.0
135.0	49882.0
136.0	46286.0
137.0	48206.0
138.0	50714.0
139.0	56046.0
140.0	52167.0
141.0	51497.0
142.0	54808.0
143.0	54161.0
144.0	54188.0
145.0	57068.0
146.0	58165.0
147.0	57996.0
148.0	60667.0
149.0	68638.0
150.0	69416.0
151.0	63119.0
152.0	60428.0
153.0	64726.0
154.0	75855.0
155.0	67081.0
156.0	62400.0
157.0	67102.0
158.0	65765.0
159.0	67195.0
160.0	66239.0
