#Coverage (X)	Coverage
1.0	92.29974176011471
2.0	92.28134937090894
3.0	92.2647234694292
4.0	92.24854753179872
5.0	92.23222722660235
6.0	92.21484760262983
7.0	92.19510770758417
8.0	92.1719171762475
9.0	92.14258225427258
10.0	92.10378052104717
11.0	92.05083318431284
12.0	91.97758950229007
13.0	91.87682819514836
14.0	91.74156165347196
15.0	91.56473285664163
16.0	91.34139639342398
17.0	91.06938349416198
18.0	90.74913409628394
19.0	90.38409209806807
20.0	89.98053916507347
21.0	89.54503454319469
22.0	89.0836597564435
23.0	88.60127684523471
24.0	88.09854452285688
25.0	87.5735431326904
26.0	87.01813041494614
27.0	86.41678750107809
28.0	85.74791719021873
29.0	84.98488334407048
30.0	84.09755898564316
31.0	83.05171352696163
32.0	81.81219172481251
33.0	80.34453447909314
34.0	78.61821017741374
35.0	76.6078471711304
36.0	74.29665394550163
37.0	71.67839019798467
38.0	68.75683924216224
39.0	65.54537451817336
40.0	62.072067457757534
41.0	58.373962333416884
42.0	54.49536512556085
43.0	50.490249347704015
44.0	46.41597273670294
45.0	42.333321291634014
46.0	38.299738247965834
47.0	34.37051754404453
48.0	30.595790446369534
49.0	27.01573459682561
50.0	23.66584117208673
51.0	20.570830844939252
