#Insert size (bp)	insert size
0.0	1.678946E7
2.0	6828.0
3.0	6814.0
4.0	7070.0
5.0	7377.0
6.0	6958.0
7.0	6923.0
8.0	6981.0
9.0	6777.0
10.0	6772.0
11.0	6812.0
12.0	6901.0
13.0	6617.0
14.0	6587.0
15.0	6819.0
16.0	6639.0
17.0	6652.0
18.0	6492.0
19.0	6259.0
20.0	6292.0
21.0	6219.0
22.0	6067.0
23.0	5897.0
24.0	6004.0
25.0	6006.0
26.0	5929.0
27.0	6221.0
28.0	6532.0
29.0	6141.0
30.0	6525.0
31.0	6986.0
32.0	6926.0
33.0	6931.0
34.0	7117.0
35.0	7491.0
36.0	7876.0
37.0	8337.0
38.0	9657.0
39.0	11995.0
40.0	13937.0
41.0	15434.0
42.0	17997.0
43.0	19424.0
44.0	19546.0
45.0	19245.0
46.0	20625.0
47.0	20962.0
48.0	20435.0
49.0	21232.0
50.0	21167.0
51.0	22826.0
52.0	21905.0
53.0	22381.0
54.0	24325.0
55.0	23135.0
56.0	25355.0
57.0	25395.0
58.0	27447.0
59.0	28370.0
60.0	28086.0
61.0	29182.0
62.0	28101.0
63.0	29572.0
64.0	30039.0
65.0	33364.0
66.0	35402.0
67.0	30294.0
68.0	30249.0
69.0	33201.0
70.0	39696.0
71.0	29430.0
72.0	28383.0
73.0	29768.0
74.0	32227.0
75.0	29048.0
76.0	29101.0
77.0	31521.0
78.0	30726.0
79.0	30844.0
80.0	31027.0
81.0	42117.0
82.0	34025.0
83.0	32177.0
84.0	33711.0
85.0	33510.0
86.0	34194.0
87.0	31300.0
88.0	38030.0
89.0	34353.0
90.0	33465.0
91.0	33836.0
92.0	34414.0
93.0	34513.0
94.0	35631.0
95.0	37051.0
96.0	37120.0
97.0	41051.0
98.0	38105.0
99.0	43048.0
100.0	40278.0
101.0	38555.0
102.0	39986.0
103.0	50120.0
104.0	46907.0
105.0	47436.0
106.0	58663.0
107.0	46542.0
108.0	47522.0
109.0	47806.0
110.0	58813.0
111.0	43865.0
112.0	44532.0
113.0	44455.0
114.0	46853.0
115.0	44140.0
116.0	46442.0
117.0	40092.0
118.0	42420.0
119.0	43380.0
120.0	45986.0
121.0	47158.0
122.0	43566.0
123.0	45624.0
124.0	44718.0
125.0	41752.0
126.0	42582.0
127.0	42042.0
128.0	44269.0
129.0	44930.0
