#Position (bp)	insert size	chromosomes
3877256.5	18416.555588004045	0.0
1.16317685E7	29709.451456013925	820.0
1.93862805E7	20798.695290113472	0.0
2.71407925E7	20126.93575085272	0.0
3.48953045E7	11599.05930858149	820.0
4.26498165E7	17316.193406554597	0.0
5.04043285E7	9988.967994565732	0.0
5.81588405E7	9068.403699979926	820.0
6.59133525E7	10037.30062325058	0.0
7.36678645E7	7410.921295739971	0.0
8.14223765E7	5642.250590856972	820.0
8.91768885E7	6893.85156698897	0.0
9.69314005E7	5015.37689834652	0.0
1.046859125E8	3782.1893779504185	820.0
1.124404245E8	6457.497395718159	0.0
1.201949365E8	1801.360705960107	0.0
1.279494485E8	0.0	820.0
1.357039605E8	0.0	0.0
1.434584725E8	1749.341312290401	0.0
1.512129845E8	4805.157432759104	820.0
1.589674965E8	3207.446539110395	0.0
1.667220085E8	2046.8891966232043	0.0
1.744765205E8	1821.0242741478005	820.0
1.822310325E8	1303.2795015796491	0.0
1.899855445E8	1626.5160295520998	0.0
1.977400565E8	1769.135581495436	820.0
2.054945685E8	1022.3206361883923	0.0
2.132490805E8	834.2374058706805	0.0
2.210035925E8	610.0811860225072	820.0
2.287581045E8	462.27162828391977	0.0
2.365126165E8	458.7429277602892	0.0
2.442671285E8	376.36233055325897	820.0
2.48697503E8	376.9027833552586	0.0
2.52574759E8	21378.544838788974	0.0
2.597761525E8	13074.649245390649	820.0
2.675306645E8	13767.530849380006	0.0
2.752851765E8	14655.030899152685	0.0
2.830396885E8	983899.6888086281	820.0
2.907942005E8	12988.036642249255	0.0
2.985487125E8	12897.005042075156	0.0
3.063032245E8	8207.237627937951	820.0
3.140577365E8	10383.032334505171	0.0
3.218122485E8	8631.677337574763	0.0
3.295667605E8	5560.5050997066155	820.0
3.373212725E8	9002.365706726237	0.0
3.450757845E8	2346.6195202524527	0.0
3.528302965E8	5301.728581246287	820.0
3.605848085E8	7014.157414213923	0.0
3.683393205E8	3877.5573871467373	0.0
3.760938325E8	4246.4666891169845	820.0
3.838483445E8	2874.5193901513417	0.0
