#Insert size (bp)	insert size
688.0	6008.0
689.0	5482.0
690.0	5321.0
691.0	4584.0
692.0	3786.0
693.0	3533.0
694.0	3592.0
695.0	3499.0
696.0	3145.0
697.0	3028.0
698.0	2763.0
699.0	2827.0
700.0	2734.0
701.0	2681.0
702.0	2741.0
703.0	2538.0
704.0	2559.0
705.0	2509.0
706.0	2403.0
707.0	2415.0
708.0	2299.0
709.0	2306.0
710.0	2320.0
711.0	2194.0
712.0	2107.0
713.0	1988.0
714.0	2115.0
715.0	1935.0
716.0	1947.0
717.0	1954.0
718.0	1851.0
719.0	1886.0
720.0	1793.0
721.0	1772.0
722.0	1762.0
723.0	1741.0
724.0	1727.0
725.0	1660.0
726.0	1572.0
727.0	1624.0
728.0	1495.0
729.0	1376.0
730.0	1490.0
731.0	1429.0
732.0	1375.0
733.0	1459.0
734.0	1349.0
735.0	1358.0
736.0	1273.0
737.0	1313.0
738.0	1280.0
739.0	1199.0
740.0	1252.0
741.0	1158.0
742.0	1213.0
743.0	1170.0
744.0	1216.0
745.0	1119.0
746.0	1111.0
747.0	1032.0
748.0	1130.0
749.0	1134.0
750.0	1055.0
751.0	1075.0
752.0	1060.0
753.0	1009.0
754.0	1061.0
755.0	1063.0
756.0	973.0
757.0	1034.0
758.0	923.0
759.0	937.0
760.0	894.0
761.0	955.0
762.0	868.0
763.0	817.0
764.0	914.0
765.0	787.0
766.0	779.0
767.0	720.0
768.0	765.0
769.0	784.0
770.0	741.0
771.0	775.0
772.0	760.0
773.0	764.0
774.0	725.0
775.0	749.0
776.0	706.0
777.0	870.0
778.0	739.0
779.0	725.0
780.0	716.0
781.0	616.0
782.0	688.0
783.0	613.0
784.0	624.0
785.0	623.0
786.0	673.0
787.0	639.0
788.0	796.0
789.0	624.0
790.0	606.0
791.0	573.0
792.0	538.0
793.0	597.0
794.0	597.0
795.0	565.0
796.0	542.0
797.0	597.0
798.0	515.0
799.0	500.0
800.0	574.0
801.0	497.0
802.0	490.0
803.0	490.0
804.0	544.0
805.0	454.0
806.0	463.0
807.0	478.0
808.0	473.0
809.0	462.0
810.0	542.0
811.0	547.0
812.0	440.0
813.0	482.0
814.0	519.0
815.0	449.0
816.0	444.0
817.0	403.0
818.0	403.0
819.0	445.0
820.0	478.0
