#Position (bp)	Coverage
3877256.5	43.195318157996276
1.16317685E7	43.29365045795274
1.93862805E7	48.94713052220436
2.71407925E7	44.408539828167136
3.48953045E7	45.7134880957048
4.26498165E7	46.31381317096421
5.04043285E7	45.28996408800451
5.81588405E7	43.90359973651469
6.59133525E7	44.57094153700452
7.36678645E7	42.53215598866827
8.14223765E7	43.343039123545104
8.91768885E7	45.769736251617125
9.69314005E7	43.765087087362815
1.046859125E8	43.09071660473283
1.124404245E8	45.82884003532395
1.201949365E8	99.39196625139016
1.279494485E8	0.0
1.357039605E8	0.0
1.434584725E8	36.799418067829414
1.512129845E8	45.77421931902356
1.589674965E8	47.062870107106676
1.667220085E8	45.12435315078499
1.744765205E8	45.381409300804485
1.822310325E8	46.34805130226119
1.899855445E8	43.427228431653724
1.977400565E8	44.336898956375336
2.054945685E8	44.587969945755454
2.132490805E8	44.72686998227613
2.210035925E8	44.45029900011761
2.287581045E8	45.567949472513554
2.365126165E8	44.042282996015736
2.442671285E8	44.00876689596973
2.48697503E8	39.17417786604498
2.52574759E8	40.824881491815546
2.597761525E8	45.25716253969302
2.675306645E8	43.80070364195709
2.752851765E8	45.534457358503026
2.830396885E8	52.57859011630906
2.907942005E8	45.90976505033456
2.985487125E8	43.80720953168942
3.063032245E8	45.05293576178617
3.140577365E8	46.5196421128757
3.218122485E8	45.918621313630055
3.295667605E8	41.42405453753892
3.373212725E8	54.41031995308022
3.450757845E8	71.66471339524654
3.528302965E8	42.741842813577435
3.605848085E8	45.21706253082077
3.683393205E8	43.22349040145917
3.760938325E8	43.266941362654414
3.838483445E8	46.29313836899085
3.916028565E8	43.41161687543974
3.993573685E8	43.631796172344565
4.071118805E8	44.8462434515544
4.148663925E8	43.74897981974881
4.226209045E8	46.08419046872324
4.303754165E8	45.42229710908952
4.381299285E8	44.45944258001019
4.458844405E8	44.24607054576742
4.536389525E8	45.468889854061736
4.613934645E8	44.36225980435648
4.691479765E8	44.856470142802024
4.769024885E8	45.272846311927815
4.846570005E8	44.48160554784105
4.904921255E8	42.559043020753684
4.943693815E8	42.362710594580456
5.001660245E8	44.77645092302391
5.079205365E8	46.01848420635625
5.156750485E8	43.94680026286632
5.234295605E8	43.885608146586144
5.311840725E8	44.91446657120397
5.389385845E8	45.605699494694186
5.466930965E8	45.9648697429316
5.544476085E8	42.558944134717954
5.622021205E8	43.662763046855815
5.699566325E8	42.12045799916229
5.777111445E8	41.92206692052317
5.854656565E8	26.709761877987937
5.932201685E8	44.52275836313104
6.009746805E8	44.46598496462447
6.087291925E8	45.306392458996775
6.164837045E8	46.25658958294216
6.242382165E8	45.462580366114594
6.319927285E8	45.1280203061134
6.397472405E8	43.655597799062015
6.475017525E8	44.88426853940003
6.552562645E8	42.14610538999746
6.630107765E8	45.11081483915429
6.707652885E8	44.306259117272624
6.785198005E8	45.39975836003607
6.862743125E8	46.66085950992145
6.903119965E8	42.1647187523375
6.941892525E8	46.22298637440312
7.017833365E8	43.14904122915794
7.095378485E8	42.131366615977896
7.172923605E8	42.817203842098635
7.250468725E8	42.48218546827963
7.328013845E8	44.73090982385481
7.405558965E8	85.35347537021028
7.483104085E8	42.09789436137309
7.560649205E8	44.10553971674813
7.638194325E8	43.701852418308206
7.715739445E8	45.407101568738305
7.793284565E8	43.80275560860567
7.870829685E8	41.723873920112574
7.948374805E8	44.93393923434511
8.025919925E8	44.76296471009394
8.103465045E8	43.088101868950616
8.181010165E8	42.83469585191177
8.258555285E8	41.75505808747217
8.336100405E8	45.55750613320348
8.413645525E8	47.71119588182983
8.491190645E8	45.03294365912387
8.568735765E8	45.171976908411516
8.646280885E8	45.00604602842835
8.723826005E8	44.221897264457134
8.789432785E8	47.85518677271037
8.828205345E8	44.375493159015406
8.878916245E8	42.600342484478716
8.956461365E8	44.31912646469565
9.034006485E8	41.14706663681738
9.111551605E8	42.1110684979274
9.189096725E8	45.08938267166264
9.266641845E8	30.92670409175974
9.344186965E8	43.974657463938414
9.421732085E8	44.74082469664113
9.499277205E8	43.91221085221095
9.576822325E8	45.526695683751605
9.654367445E8	43.846269758819126
9.731912565E8	44.64374328133092
9.809457685E8	45.017730451639
9.887002805E8	43.58212109285536
9.964547925E8	45.09507948404748
1.0042093045E9	44.49475556940269
1.0119638165E9	45.42082106520694
1.0197183285E9	45.59306310958059
1.0274728405E9	44.92982653195972
1.0352273525E9	45.37590295817454
1.0429818645E9	43.55319328927468
1.0507363765E9	44.45530150704519
1.0584908885E9	44.91887110368776
1.0624550525E9	45.04502462374005
1.0663323085E9	43.89182787437987
1.0739999125E9	44.05072182491948
1.0817544245E9	42.462602804663916
1.0895089365E9	44.612620626546196
1.0972634485E9	46.07772223448748
1.1050179605E9	45.54213779023103
1.1127724725E9	44.26731314620443
1.1205269845E9	53.40173927127845
1.1282814965E9	42.62458462892314
1.1360360085E9	44.80323017102817
1.1437905205E9	42.79802649089975
1.1515450325E9	44.81762746643503
1.1592995445E9	41.18782677749419
1.1670540565E9	43.39877789859633
1.1748085685E9	45.30959846344941
1.1825630805E9	43.67915414922306
1.1903175925E9	44.03531118399198
1.1980721045E9	46.02057086248625
1.2058266165E9	44.62202379724217
1.2135811285E9	44.64052218888823
1.2213356405E9	45.400787696247036
1.2290901525E9	42.2503912560842
1.233312218E9	38.30880384676176
1.237189474E9	44.12153970343217
1.2445991765E9	43.1156738167405
1.2523536885E9	44.18704761821247
1.2601082005E9	45.439055997334194
1.2678627125E9	44.96820650996478
1.2756172245E9	44.92129485388636
1.2833717365E9	43.317542225739025
1.2911262485E9	31.92125616673235
1.2988807605E9	60.93044797661026
1.3066352725E9	42.136497564256786
1.3143897845E9	42.62063557319919
1.3221442965E9	44.342539027600964
1.3298988085E9	43.966954206789545
1.3376533205E9	46.20569327895811
1.3454078325E9	42.82622903929996
1.3531623445E9	44.18533764600532
1.3609168565E9	43.97193504891088
1.3686713685E9	44.41389400132465
1.3764258805E9	43.64485205516478
1.3841803925E9	43.80002519823298
1.3904266695E9	43.4366339513242
1.3943039255E9	41.75428431245794
1.3996894165E9	43.85291621187768
1.4074439285E9	43.00880145649398
1.4151984405E9	43.63021876811848
1.4229529525E9	44.78864343752386
1.4307074645E9	43.11885828534407
1.4384619765E9	102.50358410690447
1.4462164885E9	44.341847043372944
1.4539710005E9	44.89068931739354
1.4617255125E9	45.031860805683195
1.4694800245E9	43.617376180474025
1.4772345365E9	47.05413996393325
1.4849890485E9	44.00514629418331
1.4927435605E9	46.718240554660305
1.5004980725E9	43.39807907963777
1.5082525845E9	42.042503383836404
1.5160070965E9	44.399855980621346
1.5237616085E9	45.31106444867195
1.5315161205E9	43.83669507507371
1.5372765445E9	40.53438062881273
1.5411538005E9	45.74947394498137
1.5470251445E9	44.0281316219512
1.5547796565E9	43.034168365462584
1.5625341685E9	43.53679225720458
1.5702886805E9	43.594304193481165
1.5780431925E9	36.988025423134296
1.5857977045E9	18.397479428750643
1.5935522165E9	0.0
1.6013067285E9	2.119083573537574
1.6090612405E9	64.1611664280099
1.6168157525E9	43.42077941203779
1.6245702645E9	42.497927529159796
1.6323247765E9	43.96120942233373
1.6400792885E9	45.059387618460065
1.6478338005E9	43.162565355498835
1.6555883125E9	45.25257643549975
1.6633428245E9	45.3913874915662
1.6710973365E9	44.659577288680445
1.677673868E9	42.89246244038446
1.681551124E9	43.674906757794375
1.6866063605E9	44.48634769022216
1.6943608725E9	44.969756833183055
1.7021153845E9	42.50018711686822
1.7098698965E9	45.31954106202944
1.7176244085E9	42.59797044610931
1.7253789205E9	164.861856168383
1.7331334325E9	40.696164632925964
1.7408879445E9	42.991627970915516
1.7486424565E9	44.87684099270206
1.7563969685E9	45.518255565276064
1.7641514805E9	44.03742891880237
1.7719059925E9	46.53337682629159
1.7796605045E9	45.93812969791007
1.7874150165E9	44.42298574043086
1.7951695285E9	44.99779779823669
1.8029240405E9	44.23007598672876
1.8106785525E9	41.37491295390348
1.8152318495E9	52.306300949202786
1.8191091055E9	43.8680697797555
1.8261875765E9	45.62712456954093
1.8339420885E9	44.47011391561455
1.8416966005E9	41.7320739203189
1.8494511125E9	45.37067954759758
1.8572056245E9	42.44621105751077
1.8649601365E9	57.02549728467762
1.8727146485E9	35.04189754300464
1.8804691605E9	45.963118504426845
1.8882236725E9	45.006696875315946
1.8959781845E9	44.89089203808054
1.9037326965E9	43.26156616947656
1.9114872085E9	42.83724430370344
1.9192417205E9	44.02157053854582
1.9269962325E9	45.86258645289349
1.9347507445E9	45.97206723002041
1.9425052565E9	45.23346149957599
1.9486484595E9	41.16722632965378
1.9525257155E9	45.823443858378496
1.9580142805E9	46.11876272807367
1.9657687925E9	45.72224235387088
1.9735233045E9	44.5953660269015
1.9812778165E9	46.285975313469116
1.9890323285E9	30.326083446643707
1.9967868405E9	46.107107320228536
2.0045413525E9	47.043842346236616
2.0122958645E9	44.427995468960525
2.0200503765E9	45.772402828185704
2.0278048885E9	43.12818472651793
2.0355594005E9	42.35394748244635
2.0433139125E9	46.78085223157821
2.0510684245E9	46.22544320003632
2.0588229365E9	46.71308445973131
2.0665774485E9	45.64435195922064
2.0743319605E9	46.01623880393763
2.081487759E9	42.30821027941532
2.085365015E9	0.0
2.0898409845E9	0.0
2.0975954965E9	0.0
2.1053500085E9	31.314885707830488
2.1131045205E9	46.0702566454214
2.1208590325E9	44.179242871762916
2.1286135445E9	46.877363398238344
2.1363680565E9	45.51860129947571
2.1441225685E9	41.97000275452537
2.1518770805E9	42.08648139302641
2.1596315925E9	44.72463683078961
2.1673861045E9	42.25529859261292
2.1751406165E9	41.08603042976786
2.1828951285E9	45.44411395584919
2.1906496405E9	43.332785093375314
2.197231538E9	40.5311557927363
2.201108794E9	0.0
2.2061586645E9	0.0
2.2139131765E9	0.0
2.2216676885E9	42.11650933030989
2.2294222005E9	43.56972353643917
2.2371767125E9	44.952032055659984
2.2449312245E9	42.38832591915519
2.2526857365E9	47.01162007357781
2.2604402485E9	46.16433103720776
2.2681947605E9	47.5603177865996
2.2759492725E9	46.67470912418473
2.2837037845E9	42.02286075513198
2.2914582965E9	46.08847017065678
2.2992128085E9	45.53758018557454
2.305187892E9	43.33216100942523
2.309065148E9	0.0
2.3147218325E9	0.0
2.3224763445E9	0.0
2.3302308565E9	47.43050265445459
2.3379853685E9	41.39328960997159
2.3457398805E9	45.160299835760135
2.3534943925E9	45.18583309949098
2.3612489045E9	45.610613021167545
2.3690034165E9	46.241239293974914
2.3767579285E9	45.99467148932131
2.3845124405E9	46.48802529417712
2.3922669525E9	42.95453318016659
2.4000214645E9	45.236218604084954
2.406857916E9	44.366807971964
2.410735172E9	42.63220887948017
2.4155304885E9	43.55385651605156
2.4232850005E9	46.38099999071508
2.4310395125E9	47.5572206220069
2.4387940245E9	49.56167248177577
2.4465485365E9	25.433799315804787
2.4543030485E9	57.38003023272128
2.4620575605E9	44.4182742898586
2.4698120725E9	43.002176539284484
2.4775665845E9	45.08890862506886
2.4853210965E9	44.56297765739482
2.4930756085E9	45.20952640217721
2.4985623645E9	43.93889965827897
2.5024396205E9	44.2659020635377
2.5085846325E9	44.79580094788685
2.5163391445E9	44.813226415795086
2.5240936565E9	43.89877454570965
2.5318481685E9	45.53784196864999
2.5396026805E9	47.6258916099427
2.5473571925E9	45.731622054360095
2.5551117045E9	44.984040775228664
2.5628662165E9	45.6861235110604
2.5706207285E9	44.7128101678094
2.5779325295E9	43.85898699827779
2.5818097855E9	93.60505837894247
2.5861297525E9	44.8465552700157
2.5938842645E9	40.10262670300852
2.6016387765E9	43.77301872767751
2.6093932885E9	42.61126399701232
2.6171478005E9	42.51757467136552
2.6249023125E9	44.38421282989826
2.6326568245E9	43.91719762636256
2.6404113365E9	45.95937526436222
2.6481658485E9	41.962212451279974
2.6557437135E9	42.1903809616201
2.6596209695E9	41.15471533623554
2.6636748725E9	43.95048276409915
2.6714293845E9	45.464022365301645
2.6791838965E9	43.404121884136615
2.6869384085E9	48.27077087507247
2.6946929205E9	45.821372511900165
2.7024474325E9	45.23613258964588
2.7102019445E9	45.25095918350504
2.716326253E9	43.22798465990447
2.720203509E9	44.09875239502308
2.7257109685E9	44.5323772791892
2.7334654805E9	43.44824303579645
2.7412199925E9	45.98049819253617
2.7489745045E9	32.40054512779141
2.7567290165E9	45.40511472546564
2.7644835285E9	46.21084756848658
2.7722380405E9	45.32175551472485
2.778857061E9	42.43224609553447
2.782734317E9	0.0
2.7877470645E9	6.737572525518047
2.7955015765E9	49.589656705670194
2.8032560885E9	41.443938187212815
2.8110106005E9	44.78462435805116
2.8187651125E9	45.402380188463184
2.8261855445E9	44.171207837262386
2.8300628005E9	0.0
2.8342741365E9	0.0
2.8420286485E9	0.9479468211539295
2.8497831605E9	48.38897805561459
2.8575376725E9	45.174093224692925
2.8652921845E9	45.2724487369418
2.8730466965E9	45.30882085165385
2.8789786195E9	42.70267128444658
2.8828558755E9	37.55998417635572
2.8885557205E9	21.05557087280283
2.8963102325E9	23.04410748219875
2.9040647445E9	22.60988325248578
2.9118192565E9	21.43279344980058
2.9195737685E9	22.233993576900776
2.9273282805E9	22.29061738507852
2.9350827925E9	21.329708819845788
