#GC Content (%)	Sample	HUMAN (hg19)
1.0	1.1730722399083272E-5	0.0
2.0	1.0491182053697751E-5	3.0E-6
3.0	1.9185928824228075E-5	3.0E-6
4.0	4.558454531037335E-5	1.0E-5
5.0	6.510281466198742E-5	8.0E-6
6.0	5.606674518765528E-5	1.2000000000000002E-5
7.0	5.315652002892404E-5	6.999999999999999E-6
8.0	5.250980332698377E-5	9.999999999999999E-6
9.0	4.7533677592610005E-5	1.6E-5
10.0	6.185126679945437E-5	1.5000000000000002E-5
11.0	5.644399659712043E-5	1.9999999999999998E-5
12.0	6.458184842986885E-5	1.6E-5
13.0	7.963597610281185E-5	1.6E-5
14.0	1.0175009443860283E-4	2.4999999999999998E-5
15.0	1.4342739300808702E-4	2.2000000000000003E-5
16.0	2.0780265138039164E-4	2.6999999999999996E-5
17.0	3.2168766615679045E-4	3.3E-5
18.0	5.084989712533707E-4	3.7000000000000005E-5
19.0	9.062656716523015E-4	4.7000000000000004E-5
20.0	0.0017394254094561046	5.4999999999999995E-5
21.0	0.0028110619311003835	6.400000000000001E-5
22.0	0.004336585791389743	9.3E-5
23.0	0.005452630193233921	1.66E-4
24.0	0.006903646900153911	3.03E-4
25.0	0.010278906278462271	7.059999999999999E-4
26.0	0.010998100161901933	0.0016020000000000001
27.0	0.015262208771792286	0.0033690000000000005
28.0	0.018589251827100434	0.006167999999999999
29.0	0.02196093629919529	0.010352
30.0	0.025143384278561293	0.015647
31.0	0.028190407984105718	0.022148
32.0	0.03101887737309999	0.028808
33.0	0.033674888974910194	0.035106000000000005
34.0	0.03621745568858837	0.041161
35.0	0.038706264076417765	0.047408
36.0	0.0414067554158392	0.052698999999999996
37.0	0.04356978026506618	0.057517000000000006
38.0	0.044342148632887594	0.061487999999999994
39.0	0.043873539507096965	0.063321
40.0	0.04262351696183417	0.060248
41.0	0.040444090658471855	0.055508
42.0	0.0373950100345282	0.051446000000000006
43.0	0.0342652515020175	0.048194
44.0	0.03139294909211395	0.044423
45.0	0.029241771733579447	0.040655000000000004
46.0	0.027751673577074153	0.03652
47.0	0.026692917496410184	0.032315
48.0	0.025998828796052788	0.028137999999999996
49.0	0.025415229847786602	0.02458
50.0	0.025024864460754324	0.020810000000000002
51.0	0.026802113815097513	0.017532
52.0	0.020932171705583806	0.014506999999999997
53.0	0.02136330719136757	0.012007
54.0	0.01885561826871208	0.010018
55.0	0.01609493736512813	0.008414999999999999
56.0	0.01350149560423065	0.007258
57.0	0.011213654431529193	0.006174999999999999
58.0	0.009301591591360698	0.005363000000000001
59.0	0.007703509709984206	0.0046159999999999994
60.0	0.0064725473430758095	0.003946
61.0	0.005488388237545368	0.0034579999999999993
62.0	0.004688202069364103	0.002915
63.0	0.004004775212412304	0.0024610000000000005
64.0	0.003407155086760998	0.0019950000000000002
65.0	0.002854041645250164	0.0016779999999999998
66.0	0.002388261905030515	0.0013500000000000003
67.0	0.0019746955563161262	0.001069
68.0	0.0016064712341488838	8.119999999999999E-4
69.0	0.0013059904865098848	6.4E-4
70.0	0.0010494954567792402	5.05E-4
71.0	8.459413748435394E-4	4.0299999999999993E-4
72.0	6.885197509795783E-4	3.2E-4
73.0	5.70574792463221E-4	2.79E-4
74.0	4.7721405079701005E-4	2.0700000000000002E-4
75.0	3.988176150395837E-4	2.0099999999999998E-4
76.0	3.41008327627256E-4	1.54E-4
77.0	2.958728911376746E-4	1.12E-4
78.0	2.645430597992347E-4	7.699999999999999E-5
79.0	2.309317556511722E-4	6.3E-5
80.0	1.971677545040405E-4	3.7E-5
81.0	1.6412232747017576E-4	2.8000000000000003E-5
82.0	1.3459791359131916E-4	1.6E-5
83.0	1.133999772499436E-4	9.0E-6
84.0	9.142957373680598E-5	4.0E-6
85.0	7.124662333042E-5	0.0
86.0	5.495295531209147E-5	1.0E-6
87.0	3.92790574664557E-5	0.0
88.0	2.468302079072039E-5	0.0
89.0	1.357206856432988E-5	0.0
90.0	9.36841000171811E-6	0.0
91.0	1.074268299334119E-5	0.0
92.0	1.2314563866112684E-5	0.0
93.0	2.124284722345478E-5	0.0
94.0	3.874012688150548E-5	0.0
95.0	5.651585400844713E-5	0.0
96.0	6.964779592840099E-5	0.0
97.0	6.691721429798651E-5	0.0
98.0	5.091097592496477E-5	0.0
99.0	4.095872445621724E-5	0.0
100.0	6.0674601688979716E-5	0.0
