#Insert size (bp)	insert size
0.0	1.4218343E7
2.0	5713.0
3.0	5867.0
4.0	5838.0
5.0	6071.0
6.0	5842.0
7.0	5821.0
8.0	5809.0
9.0	5873.0
10.0	5740.0
11.0	5722.0
12.0	5796.0
13.0	5756.0
14.0	5713.0
15.0	5621.0
16.0	5707.0
17.0	5551.0
18.0	5583.0
19.0	5393.0
20.0	5363.0
21.0	5304.0
22.0	5292.0
23.0	5135.0
24.0	5118.0
25.0	5097.0
26.0	5029.0
27.0	5163.0
28.0	5512.0
29.0	5118.0
30.0	5796.0
31.0	5917.0
32.0	5931.0
33.0	8118.0
34.0	10976.0
35.0	10813.0
36.0	12707.0
37.0	14462.0
38.0	14551.0
39.0	15671.0
40.0	16119.0
41.0	15343.0
42.0	15385.0
43.0	16202.0
44.0	16422.0
45.0	16502.0
46.0	17293.0
47.0	17905.0
48.0	17229.0
49.0	18198.0
50.0	18045.0
51.0	19844.0
52.0	20192.0
53.0	21384.0
54.0	22790.0
55.0	21739.0
56.0	22979.0
57.0	22391.0
58.0	22823.0
59.0	24114.0
60.0	23797.0
61.0	24156.0
62.0	23562.0
63.0	24906.0
64.0	25144.0
65.0	27728.0
66.0	29615.0
67.0	25772.0
68.0	25722.0
69.0	27662.0
70.0	32712.0
71.0	24924.0
72.0	23758.0
73.0	25860.0
74.0	29325.0
75.0	27520.0
76.0	27751.0
77.0	30340.0
78.0	29409.0
79.0	27671.0
80.0	26727.0
81.0	35508.0
82.0	28633.0
83.0	27280.0
84.0	28496.0
85.0	28097.0
86.0	28767.0
87.0	26719.0
88.0	31088.0
89.0	29260.0
90.0	28847.0
91.0	28826.0
92.0	29334.0
93.0	29861.0
94.0	30552.0
95.0	31637.0
96.0	31890.0
97.0	35448.0
98.0	34163.0
99.0	40114.0
100.0	39230.0
101.0	36845.0
102.0	38454.0
103.0	46203.0
104.0	41731.0
105.0	41188.0
106.0	50550.0
107.0	41004.0
108.0	41259.0
109.0	41800.0
110.0	49745.0
111.0	38702.0
112.0	39166.0
113.0	39162.0
114.0	42233.0
115.0	38954.0
116.0	41283.0
117.0	36370.0
118.0	38186.0
119.0	38583.0
120.0	41353.0
121.0	41873.0
122.0	39820.0
123.0	40938.0
124.0	41593.0
125.0	39728.0
126.0	40823.0
127.0	40634.0
128.0	43080.0
129.0	43310.0
130.0	42227.0
131.0	42978.0
132.0	43589.0
133.0	45060.0
134.0	46644.0
135.0	49869.0
136.0	46294.0
137.0	48222.0
138.0	50711.0
139.0	56041.0
140.0	52171.0
141.0	51497.0
142.0	54806.0
143.0	54155.0
144.0	54183.0
145.0	57083.0
146.0	58166.0
147.0	57981.0
148.0	60655.0
149.0	68645.0
150.0	69411.0
151.0	63113.0
152.0	60399.0
153.0	64719.0
154.0	75859.0
155.0	67089.0
156.0	62392.0
157.0	67098.0
158.0	65754.0
159.0	67195.0
160.0	66242.0
161.0	65928.0
162.0	67604.0
163.0	68684.0
164.0	69778.0
165.0	70431.0
166.0	72290.0
167.0	74930.0
168.0	75894.0
169.0	76776.0
170.0	78476.0
171.0	79694.0
172.0	80720.0
173.0	83263.0
174.0	86317.0
175.0	87497.0
176.0	94165.0
177.0	92126.0
178.0	93004.0
179.0	95260.0
180.0	97624.0
181.0	100063.0
182.0	103211.0
183.0	103662.0
184.0	106053.0
185.0	109783.0
186.0	111768.0
187.0	114212.0
188.0	118993.0
189.0	122740.0
190.0	126014.0
191.0	129061.0
192.0	132457.0
193.0	135817.0
194.0	138007.0
195.0	142278.0
196.0	150646.0
197.0	148630.0
198.0	154275.0
199.0	157284.0
200.0	160455.0
201.0	162637.0
202.0	166549.0
203.0	170847.0
204.0	174334.0
205.0	180403.0
206.0	183538.0
207.0	188405.0
208.0	194242.0
209.0	199270.0
210.0	203482.0
211.0	207545.0
212.0	212702.0
213.0	217873.0
214.0	223862.0
215.0	229180.0
216.0	235256.0
217.0	242571.0
218.0	248728.0
219.0	254397.0
220.0	263680.0
221.0	267847.0
222.0	273546.0
223.0	279986.0
224.0	288434.0
225.0	293969.0
226.0	302220.0
227.0	310422.0
228.0	320136.0
229.0	331636.0
230.0	338873.0
231.0	345512.0
232.0	355174.0
233.0	364694.0
234.0	371835.0
235.0	380013.0
236.0	392439.0
237.0	403887.0
238.0	412021.0
239.0	421337.0
240.0	429882.0
241.0	442316.0
242.0	454463.0
243.0	463725.0
244.0	471543.0
245.0	481767.0
246.0	493093.0
247.0	504780.0
248.0	517682.0
249.0	531847.0
250.0	542699.0
251.0	555635.0
252.0	572504.0
253.0	581991.0
254.0	594936.0
255.0	608081.0
256.0	621934.0
257.0	635007.0
258.0	653054.0
259.0	668655.0
260.0	683048.0
261.0	699125.0
262.0	714131.0
263.0	728566.0
264.0	747789.0
265.0	762562.0
266.0	779849.0
267.0	812548.0
268.0	813063.0
269.0	828500.0
270.0	849440.0
271.0	871396.0
272.0	884565.0
273.0	901920.0
274.0	920073.0
275.0	935517.0
276.0	951092.0
277.0	973107.0
278.0	989298.0
279.0	1012128.0
280.0	1030890.0
281.0	1057249.0
282.0	1075088.0
283.0	1102549.0
284.0	1114755.0
285.0	1131584.0
286.0	1147948.0
287.0	1167507.0
288.0	1191623.0
289.0	1211400.0
290.0	1231983.0
291.0	1256383.0
292.0	1276904.0
293.0	1299682.0
294.0	1320051.0
295.0	1340924.0
296.0	1361319.0
297.0	1378449.0
298.0	1404594.0
299.0	1420978.0
300.0	1443811.0
301.0	1470175.0
302.0	1492018.0
303.0	1513596.0
304.0	1532333.0
305.0	1552479.0
306.0	1567669.0
307.0	1586487.0
308.0	1608867.0
309.0	1628555.0
310.0	1651276.0
311.0	1674129.0
312.0	1693435.0
313.0	1717633.0
314.0	1739233.0
315.0	1751158.0
316.0	1767791.0
317.0	1786218.0
318.0	1797206.0
319.0	1817498.0
320.0	1837316.0
321.0	1855759.0
322.0	1876024.0
323.0	1888814.0
324.0	1913062.0
325.0	1922212.0
326.0	1932393.0
327.0	1943381.0
328.0	1956776.0
329.0	1964598.0
330.0	1976930.0
331.0	1991860.0
332.0	2012949.0
333.0	2024699.0
334.0	2034691.0
335.0	2045764.0
336.0	2052774.0
337.0	2058686.0
338.0	2061805.0
339.0	2070725.0
340.0	2076742.0
341.0	2087435.0
342.0	2095918.0
343.0	2103798.0
344.0	2113138.0
345.0	2116595.0
346.0	2121526.0
347.0	2121021.0
348.0	2117341.0
349.0	2115391.0
350.0	2117445.0
351.0	2118884.0
352.0	2127717.0
353.0	2125186.0
354.0	2127309.0
355.0	2125586.0
356.0	2126211.0
357.0	2120585.0
358.0	2114874.0
359.0	2106891.0
360.0	2101843.0
361.0	2094607.0
362.0	2094313.0
363.0	2093064.0
364.0	2086041.0
365.0	2082747.0
366.0	2078394.0
367.0	2069270.0
368.0	2059068.0
369.0	2045509.0
370.0	2035063.0
371.0	2022241.0
372.0	2011762.0
373.0	2020787.0
374.0	2001120.0
375.0	1989136.0
376.0	1987997.0
377.0	1967834.0
378.0	1954054.0
379.0	1940298.0
380.0	1924570.0
381.0	1908900.0
