#Position (bp)	insert size	chromosomes
3877256.5	20392.43091433726	0.0
1.16317685E7	29484.729511379915	812.0
1.93862805E7	20305.39346975101	0.0
2.71407925E7	25181.27590983971	0.0
3.48953045E7	13823.281922618633	812.0
4.26498165E7	18995.742505561597	0.0
5.04043285E7	8458.27844576117	0.0
5.81588405E7	9463.89783430995	812.0
6.59133525E7	10116.385018363797	0.0
7.36678645E7	7187.304967767823	0.0
8.14223765E7	4979.5141757798865	812.0
8.91768885E7	6942.708525317511	0.0
9.69314005E7	7116.266780222521	0.0
1.046859125E8	3470.8734246205763	812.0
1.124404245E8	5271.9276347898995	0.0
1.201949365E8	1815.9937984357289	0.0
1.279494485E8	0.0	812.0
1.357039605E8	0.0	0.0
1.434584725E8	2267.133838868134	0.0
1.512129845E8	2359.5144757746857	812.0
1.589674965E8	2369.4954172237904	0.0
1.667220085E8	2285.395463153271	0.0
1.744765205E8	2384.827477903163	812.0
1.822310325E8	1685.8161935891858	0.0
1.899855445E8	1878.678604657712	0.0
1.977400565E8	1692.4566768345153	812.0
2.054945685E8	1068.2010666195845	0.0
2.132490805E8	774.2679189567597	0.0
2.210035925E8	539.4863119461775	812.0
2.287581045E8	457.93636077285896	0.0
2.365126165E8	405.9666720496331	0.0
2.442671285E8	372.5727518430102	812.0
2.48697503E8	373.3510605772647	0.0
2.52574759E8	16316.59793286619	0.0
2.597761525E8	11158.025014151879	812.0
2.675306645E8	13786.838743454384	0.0
2.752851765E8	12589.617906202515	0.0
2.830396885E8	855808.2178748319	812.0
2.907942005E8	12717.862107313618	0.0
2.985487125E8	12952.06037315178	0.0
3.063032245E8	8653.711548098661	812.0
3.140577365E8	9385.942178232051	0.0
3.218122485E8	8723.85773449109	0.0
3.295667605E8	5436.726902617174	812.0
3.373212725E8	6900.722922751311	0.0
3.450757845E8	2727.2977471982576	0.0
3.528302965E8	4950.729988351169	812.0
3.605848085E8	5803.701949672806	0.0
3.683393205E8	4947.717037797683	0.0
3.760938325E8	3312.7297974069206	812.0
3.838483445E8	2622.1390360123837	0.0
3.916028565E8	1922.6132548758644	0.0
3.993573685E8	2090.940994882854	812.0
4.071118805E8	3749.015799410905	0.0
4.148663925E8	1414.5244280776783	0.0
4.226209045E8	1913.4571904405534	812.0
4.303754165E8	1136.3756345439378	0.0
4.381299285E8	613.1132196496113	0.0
4.458844405E8	702.7453819829535	812.0
4.536389525E8	1205.389943219602	0.0
4.613934645E8	564.620460388753	0.0
4.691479765E8	853.7686167401977	812.0
4.769024885E8	480.6396678423697	0.0
4.846570005E8	381.5270162195605	0.0
4.904921255E8	369.2677514667301	812.0
4.943693815E8	7008.836287613864	0.0
5.001660245E8	8451.20036720468	0.0
5.079205365E8	7451.638641981404	812.0
5.156750485E8	6035.174226390075	0.0
5.234295605E8	8135.367684209628	0.0
5.311840725E8	7404.9663096138065	812.0
5.389385845E8	10378.884697454348	0.0
5.466930965E8	6411.052501876357	0.0
5.544476085E8	5001.990026497584	812.0
5.622021205E8	7885.336423798749	0.0
5.699566325E8	3688.6651020428553	0.0
5.777111445E8	2801.9000588802473	812.0
5.854656565E8	3526.07056240079	0.0
5.932201685E8	2247.5584770955907	0.0
6.009746805E8	1898.5611432221856	812.0
6.087291925E8	2117.7798157295224	0.0
6.164837045E8	2199.9859035799254	0.0
6.242382165E8	1734.1479216089394	812.0
6.319927285E8	1467.9294999145627	0.0
6.397472405E8	903.791140542185	0.0
6.475017525E8	994.5514332876834	812.0
6.552562645E8	576.2338451386273	0.0
6.630107765E8	626.5829642337014	0.0
6.707652885E8	512.6191385974832	812.0
6.785198005E8	429.08182634871457	0.0
6.862743125E8	367.04037850994075	0.0
6.903119965E8	354.82648844446715	812.0
6.941892525E8	10693.37590433276	0.0
7.017833365E8	6466.153751402192	0.0
7.095378485E8	10786.727485604564	812.0
7.172923605E8	6837.742386961553	0.0
7.250468725E8	3791.5830645463543	0.0
7.328013845E8	6754.686938237848	812.0
7.405558965E8	2518.245421710143	0.0
7.483104085E8	5195.941054529967	0.0
7.560649205E8	3884.529110630865	812.0
7.638194325E8	3000.252273658161	0.0
7.715739445E8	3969.5763758830294	0.0
7.793284565E8	3713.6978161865627	812.0
7.870829685E8	2087.602243387715	0.0
7.948374805E8	2585.290838872784	0.0
8.025919925E8	1686.511739799846	812.0
8.103465045E8	1282.6326439386853	0.0
8.181010165E8	1366.8503175007183	0.0
8.258555285E8	1034.7229339918154	812.0
8.336100405E8	1232.9140231169008	0.0
8.413645525E8	687.0721944404297	0.0
8.491190645E8	601.0156684535294	812.0
8.568735765E8	661.4125643584763	0.0
8.646280885E8	431.484408882728	0.0
8.723826005E8	377.06307487926017	812.0
8.789432785E8	361.5630683910419	0.0
8.828205345E8	7670.871717066705	0.0
8.878916245E8	6729.025212741334	812.0
8.956461365E8	6595.452364644095	0.0
9.034006485E8	7896.773555993976	0.0
9.111551605E8	5697.151838700316	812.0
9.189096725E8	6259.277942160404	0.0
9.266641845E8	5011.161128330476	0.0
9.344186965E8	3258.459777976873	812.0
9.421732085E8	2266.154173455602	0.0
9.499277205E8	3656.732993148586	0.0
9.576822325E8	3089.0660936582876	812.0
9.654367445E8	2988.777816778566	0.0
9.731912565E8	2409.9024703125788	0.0
9.809457685E8	1931.909402382306	812.0
9.887002805E8	1913.7037481356242	0.0
9.964547925E8	1414.0662647970996	0.0
1.0042093045E9	1086.0919162093448	812.0
1.0119638165E9	1441.9872794730068	0.0
1.0197183285E9	1023.5393590005457	0.0
1.0274728405E9	706.8979527585236	812.0
1.0352273525E9	537.0821592991208	0.0
1.0429818645E9	463.83102181604977	0.0
1.0507363765E9	433.50476283971983	812.0
1.0584908885E9	374.03992766460595	0.0
1.0624550525E9	359.47577112203845	0.0
1.0663323085E9	8766.072362431967	812.0
1.0739999125E9	8330.40036503927	0.0
1.0817544245E9	8717.65486236145	0.0
1.0895089365E9	6038.971281854233	812.0
1.0972634485E9	7318.400051714237	0.0
1.1050179605E9	4046.105928831229	0.0
1.1127724725E9	3069.4044817453437	812.0
