#Coverage	Number of genomic locations
264.0	8639.0
265.0	8639.0
266.0	8220.0
267.0	8359.0
268.0	8135.0
269.0	8033.0
270.0	8100.0
271.0	8184.0
272.0	7960.0
273.0	8026.0
274.0	7853.0
275.0	7790.0
276.0	7505.0
277.0	7575.0
278.0	7546.0
279.0	7374.0
280.0	7406.0
281.0	7389.0
282.0	7194.0
283.0	7348.0
284.0	7175.0
285.0	7033.0
286.0	6957.0
287.0	6852.0
288.0	6652.0
289.0	6659.0
290.0	6602.0
291.0	6333.0
292.0	6275.0
293.0	6398.0
294.0	6299.0
295.0	6265.0
296.0	6359.0
297.0	6054.0
298.0	6102.0
299.0	5964.0
300.0	6005.0
301.0	6023.0
302.0	5714.0
303.0	5717.0
304.0	5648.0
305.0	5516.0
306.0	5744.0
307.0	5675.0
308.0	5645.0
309.0	5513.0
310.0	5575.0
311.0	5448.0
312.0	5460.0
313.0	5372.0
314.0	5448.0
315.0	5298.0
316.0	5277.0
317.0	5454.0
318.0	5424.0
319.0	5230.0
320.0	5415.0
321.0	5273.0
322.0	5074.0
323.0	5087.0
324.0	5218.0
325.0	5131.0
326.0	5110.0
327.0	5017.0
328.0	5024.0
329.0	5046.0
330.0	5071.0
331.0	4992.0
332.0	4965.0
333.0	4755.0
334.0	4744.0
335.0	4775.0
336.0	4648.0
337.0	4722.0
338.0	4908.0
339.0	4580.0
340.0	4675.0
341.0	4639.0
342.0	4466.0
343.0	4458.0
344.0	4403.0
345.0	4258.0
346.0	4388.0
347.0	4360.0
348.0	4300.0
349.0	4259.0
350.0	4212.0
351.0	4165.0
352.0	4081.0
353.0	4130.0
354.0	4027.0
355.0	3995.0
356.0	4029.0
357.0	3954.0
358.0	3919.0
359.0	3957.0
360.0	3867.0
361.0	3870.0
362.0	3877.0
363.0	3748.0
364.0	3725.0
365.0	3804.0
366.0	3888.0
367.0	3713.0
368.0	3671.0
369.0	3561.0
370.0	3571.0
371.0	3552.0
372.0	3426.0
373.0	3553.0
374.0	3465.0
375.0	3349.0
376.0	3253.0
377.0	3258.0
378.0	3207.0
379.0	3194.0
380.0	3169.0
381.0	3099.0
382.0	3046.0
383.0	3109.0
384.0	3037.0
385.0	2916.0
386.0	2811.0
387.0	2890.0
388.0	2872.0
389.0	2870.0
390.0	2879.0
391.0	2760.0
392.0	2789.0
393.0	2738.0
394.0	2948.0
395.0	2813.0
396.0	2811.0
397.0	2865.0
398.0	2678.0
399.0	2798.0
400.0	2667.0
401.0	2692.0
402.0	2628.0
403.0	2692.0
404.0	2637.0
405.0	2595.0
406.0	2621.0
407.0	2548.0
408.0	2515.0
409.0	2497.0
410.0	2490.0
411.0	2550.0
412.0	2455.0
413.0	2383.0
414.0	2330.0
415.0	2385.0
416.0	2340.0
417.0	2504.0
418.0	2439.0
419.0	2293.0
420.0	2407.0
421.0	2385.0
422.0	2363.0
423.0	2247.0
424.0	2292.0
425.0	2277.0
426.0	2136.0
427.0	2101.0
428.0	2173.0
429.0	2186.0
430.0	2244.0
431.0	2159.0
432.0	2051.0
433.0	2179.0
434.0	2104.0
435.0	2123.0
436.0	2116.0
437.0	2103.0
438.0	2074.0
439.0	1956.0
440.0	1967.0
441.0	2010.0
442.0	1938.0
443.0	1960.0
444.0	2020.0
445.0	2017.0
446.0	1970.0
447.0	1889.0
448.0	1943.0
449.0	1929.0
450.0	1953.0
451.0	1883.0
452.0	1897.0
453.0	1975.0
454.0	1942.0
455.0	1851.0
456.0	1853.0
457.0	1845.0
458.0	1905.0
459.0	1805.0
460.0	1885.0
461.0	1773.0
462.0	1788.0
463.0	1779.0
464.0	1790.0
465.0	1780.0
466.0	1653.0
467.0	1760.0
468.0	1673.0
469.0	1614.0
470.0	1678.0
471.0	1645.0
472.0	1660.0
473.0	1666.0
474.0	1634.0
475.0	1640.0
476.0	1636.0
477.0	1528.0
478.0	1584.0
479.0	1606.0
480.0	1647.0
481.0	1612.0
482.0	1649.0
483.0	1626.0
484.0	1628.0
485.0	1539.0
486.0	1588.0
487.0	1507.0
488.0	1612.0
489.0	1508.0
490.0	1534.0
491.0	1587.0
492.0	1528.0
493.0	1462.0
494.0	1480.0
495.0	1489.0
496.0	1502.0
497.0	1526.0
498.0	1485.0
499.0	1507.0
500.0	1394.0
501.0	1470.0
502.0	1424.0
503.0	1422.0
504.0	1474.0
505.0	1441.0
506.0	1396.0
507.0	1447.0
508.0	1418.0
509.0	1379.0
510.0	1366.0
511.0	1405.0
512.0	1402.0
513.0	1334.0
514.0	1380.0
515.0	1379.0
516.0	1396.0
517.0	1340.0
518.0	1351.0
519.0	1350.0
520.0	1393.0
521.0	1357.0
522.0	1330.0
523.0	1312.0
524.0	1352.0
525.0	1333.0
526.0	1328.0
527.0	1336.0
528.0	1263.0
529.0	1312.0
530.0	1322.0
531.0	1345.0
532.0	1296.0
533.0	1276.0
534.0	1315.0
535.0	1290.0
536.0	1264.0
537.0	1285.0
538.0	1217.0
539.0	1201.0
540.0	1204.0
541.0	1258.0
542.0	1211.0
543.0	1283.0
544.0	1209.0
545.0	1209.0
546.0	1204.0
547.0	1181.0
548.0	1120.0
549.0	1135.0
550.0	1185.0
551.0	1164.0
552.0	1182.0
553.0	1184.0
554.0	1074.0
555.0	1137.0
556.0	1121.0
557.0	1125.0
558.0	1212.0
559.0	1084.0
560.0	1086.0
561.0	1166.0
562.0	1106.0
563.0	994.0
564.0	1083.0
565.0	1095.0
566.0	1124.0
567.0	1025.0
568.0	1075.0
569.0	1052.0
570.0	1102.0
571.0	1084.0
572.0	1061.0
573.0	1024.0
574.0	1007.0
575.0	1097.0
576.0	1032.0
577.0	1064.0
578.0	1084.0
579.0	1030.0
580.0	1031.0
581.0	1081.0
582.0	1044.0
583.0	1041.0
584.0	1055.0
585.0	999.0
586.0	1090.0
587.0	1089.0
588.0	1105.0
589.0	1043.0
590.0	1040.0
591.0	1050.0
592.0	1007.0
593.0	1035.0
594.0	1038.0
595.0	1069.0
596.0	1103.0
597.0	1007.0
598.0	1022.0
599.0	1084.0
600.0	1015.0
601.0	935.0
602.0	1005.0
603.0	993.0
604.0	935.0
605.0	997.0
606.0	973.0
607.0	958.0
608.0	1004.0
609.0	1016.0
610.0	900.0
611.0	980.0
612.0	932.0
613.0	976.0
614.0	964.0
615.0	980.0
616.0	915.0
617.0	935.0
618.0	985.0
619.0	882.0
620.0	967.0
621.0	958.0
622.0	902.0
623.0	994.0
624.0	996.0
625.0	940.0
626.0	923.0
627.0	914.0
628.0	916.0
629.0	998.0
630.0	899.0
631.0	903.0
632.0	949.0
633.0	944.0
634.0	1019.0
635.0	943.0
636.0	986.0
637.0	937.0
638.0	950.0
639.0	899.0
640.0	878.0
641.0	958.0
642.0	871.0
643.0	925.0
644.0	880.0
645.0	874.0
646.0	837.0
647.0	909.0
648.0	891.0
649.0	873.0
650.0	863.0
651.0	935.0
652.0	872.0
653.0	861.0
654.0	840.0
655.0	890.0
656.0	852.0
657.0	849.0
658.0	971.0
659.0	878.0
660.0	854.0
661.0	908.0
662.0	846.0
663.0	805.0
664.0	795.0
665.0	809.0
666.0	819.0
667.0	898.0
668.0	766.0
669.0	852.0
670.0	807.0
671.0	802.0
672.0	845.0
673.0	814.0
674.0	777.0
675.0	758.0
676.0	772.0
677.0	763.0
678.0	818.0
679.0	723.0
680.0	772.0
681.0	806.0
682.0	704.0
683.0	740.0
684.0	773.0
685.0	782.0
686.0	812.0
687.0	804.0
688.0	786.0
689.0	724.0
690.0	693.0
691.0	733.0
692.0	749.0
693.0	804.0
694.0	758.0
695.0	709.0
696.0	798.0
697.0	675.0
698.0	725.0
699.0	743.0
700.0	767.0
701.0	742.0
702.0	793.0
703.0	780.0
704.0	776.0
705.0	775.0
706.0	807.0
707.0	749.0
708.0	819.0
709.0	797.0
710.0	793.0
711.0	753.0
712.0	749.0
713.0	752.0
714.0	771.0
715.0	735.0
716.0	760.0
717.0	722.0
718.0	750.0
719.0	788.0
720.0	736.0
721.0	710.0
722.0	753.0
723.0	735.0
724.0	721.0
725.0	723.0
726.0	702.0
727.0	697.0
728.0	742.0
729.0	713.0
730.0	764.0
731.0	694.0
732.0	720.0
733.0	693.0
734.0	721.0
735.0	736.0
736.0	671.0
737.0	684.0
738.0	727.0
739.0	712.0
740.0	705.0
741.0	744.0
742.0	701.0
743.0	684.0
744.0	696.0
745.0	751.0
746.0	732.0
747.0	644.0
748.0	714.0
749.0	701.0
750.0	658.0
751.0	642.0
752.0	670.0
753.0	692.0
754.0	633.0
755.0	727.0
756.0	618.0
757.0	684.0
758.0	679.0
759.0	612.0
760.0	674.0
761.0	652.0
762.0	652.0
763.0	621.0
764.0	684.0
765.0	632.0
766.0	634.0
767.0	628.0
768.0	629.0
769.0	652.0
770.0	619.0
771.0	620.0
772.0	666.0
773.0	662.0
774.0	695.0
775.0	668.0
776.0	670.0
777.0	692.0
778.0	639.0
779.0	634.0
780.0	645.0
781.0	591.0
782.0	620.0
783.0	654.0
784.0	653.0
785.0	621.0
786.0	661.0
787.0	649.0
788.0	665.0
789.0	615.0
790.0	635.0
791.0	623.0
792.0	657.0
793.0	604.0
794.0	588.0
795.0	666.0
796.0	640.0
797.0	686.0
798.0	684.0
799.0	653.0
800.0	686.0
801.0	644.0
802.0	656.0
803.0	605.0
804.0	647.0
805.0	569.0
806.0	649.0
807.0	593.0
808.0	580.0
809.0	557.0
810.0	579.0
811.0	598.0
812.0	585.0
813.0	571.0
814.0	618.0
815.0	619.0
816.0	605.0
817.0	569.0
818.0	545.0
819.0	554.0
820.0	597.0
821.0	554.0
822.0	559.0
823.0	574.0
824.0	619.0
825.0	635.0
826.0	634.0
827.0	657.0
828.0	640.0
829.0	604.0
830.0	657.0
831.0	589.0
832.0	634.0
833.0	635.0
834.0	671.0
835.0	602.0
836.0	606.0
837.0	606.0
838.0	557.0
839.0	561.0
840.0	572.0
841.0	614.0
842.0	581.0
843.0	569.0
844.0	606.0
845.0	586.0
846.0	589.0
847.0	586.0
848.0	566.0
849.0	586.0
850.0	553.0
851.0	572.0
852.0	547.0
853.0	593.0
854.0	560.0
855.0	555.0
856.0	550.0
857.0	560.0
858.0	554.0
859.0	557.0
860.0	585.0
861.0	550.0
862.0	585.0
863.0	529.0
864.0	551.0
865.0	544.0
866.0	563.0
867.0	590.0
868.0	561.0
869.0	583.0
870.0	576.0
871.0	579.0
872.0	555.0
873.0	618.0
874.0	582.0
875.0	577.0
876.0	562.0
877.0	618.0
878.0	587.0
879.0	595.0
880.0	515.0
881.0	566.0
882.0	586.0
883.0	587.0
884.0	591.0
885.0	568.0
886.0	579.0
887.0	572.0
888.0	605.0
889.0	571.0
890.0	597.0
891.0	510.0
892.0	573.0
893.0	548.0
894.0	538.0
895.0	531.0
896.0	505.0
897.0	555.0
898.0	527.0
899.0	512.0
900.0	527.0
901.0	530.0
902.0	528.0
903.0	566.0
904.0	513.0
905.0	548.0
906.0	519.0
907.0	529.0
908.0	529.0
909.0	572.0
910.0	542.0
911.0	559.0
912.0	544.0
913.0	487.0
914.0	507.0
915.0	490.0
916.0	552.0
917.0	568.0
918.0	520.0
919.0	527.0
920.0	490.0
921.0	506.0
922.0	514.0
923.0	484.0
924.0	469.0
925.0	497.0
926.0	522.0
927.0	514.0
928.0	488.0
929.0	475.0
930.0	526.0
931.0	511.0
932.0	545.0
933.0	485.0
934.0	474.0
935.0	459.0
936.0	485.0
937.0	458.0
938.0	472.0
939.0	437.0
940.0	457.0
941.0	458.0
942.0	426.0
943.0	481.0
944.0	509.0
945.0	503.0
946.0	470.0
947.0	465.0
948.0	457.0
949.0	462.0
950.0	461.0
951.0	491.0
952.0	472.0
953.0	464.0
954.0	450.0
955.0	500.0
956.0	499.0
957.0	456.0
958.0	491.0
959.0	443.0
960.0	441.0
961.0	422.0
962.0	429.0
963.0	422.0
964.0	445.0
965.0	413.0
966.0	444.0
967.0	409.0
968.0	442.0
969.0	457.0
970.0	433.0
971.0	444.0
972.0	465.0
973.0	439.0
974.0	445.0
975.0	384.0
976.0	417.0
977.0	410.0
978.0	415.0
979.0	390.0
980.0	442.0
981.0	449.0
982.0	429.0
983.0	428.0
984.0	410.0
985.0	385.0
986.0	435.0
987.0	397.0
988.0	393.0
989.0	425.0
990.0	383.0
991.0	371.0
992.0	392.0
993.0	417.0
994.0	403.0
995.0	421.0
996.0	406.0
997.0	367.0
998.0	351.0
999.0	401.0
1000.0	415.0
1001.0	400.0
1002.0	395.0
1003.0	393.0
1004.0	419.0
1005.0	371.0
1006.0	398.0
1007.0	400.0
1008.0	415.0
1009.0	379.0
1010.0	418.0
1011.0	408.0
1012.0	400.0
1013.0	412.0
1014.0	405.0
1015.0	385.0
1016.0	388.0
1017.0	388.0
1018.0	378.0
1019.0	383.0
1020.0	384.0
1021.0	405.0
1022.0	367.0
1023.0	392.0
1024.0	358.0
1025.0	356.0
1026.0	363.0
1027.0	379.0
1028.0	361.0
1029.0	379.0
1030.0	380.0
1031.0	386.0
1032.0	345.0
1033.0	363.0
1034.0	384.0
1035.0	389.0
1036.0	374.0
1037.0	379.0
1038.0	387.0
1039.0	380.0
1040.0	424.0
1041.0	340.0
1042.0	391.0
1043.0	416.0
1044.0	397.0
1045.0	380.0
1046.0	374.0
1047.0	342.0
1048.0	391.0
1049.0	401.0
1050.0	369.0
1051.0	388.0
1052.0	352.0
1053.0	367.0
1054.0	370.0
1055.0	355.0
1056.0	406.0
1057.0	369.0
1058.0	376.0
1059.0	380.0
1060.0	346.0
1061.0	366.0
1062.0	386.0
1063.0	381.0
1064.0	341.0
1065.0	339.0
1066.0	373.0
1067.0	347.0
1068.0	381.0
1069.0	386.0
1070.0	358.0
1071.0	363.0
1072.0	352.0
1073.0	367.0
1074.0	358.0
1075.0	360.0
1076.0	375.0
1077.0	346.0
1078.0	354.0
1079.0	343.0
1080.0	356.0
1081.0	364.0
1082.0	330.0
1083.0	348.0
1084.0	348.0
1085.0	380.0
1086.0	381.0
1087.0	373.0
1088.0	393.0
1089.0	358.0
1090.0	340.0
1091.0	357.0
1092.0	367.0
1093.0	369.0
1094.0	326.0
1095.0	323.0
1096.0	338.0
1097.0	350.0
1098.0	324.0
1099.0	372.0
1100.0	325.0
1101.0	330.0
1102.0	345.0
1103.0	316.0
1104.0	346.0
1105.0	363.0
1106.0	355.0
1107.0	312.0
1108.0	343.0
1109.0	342.0
1110.0	334.0
1111.0	357.0
1112.0	324.0
1113.0	327.0
1114.0	350.0
1115.0	353.0
1116.0	359.0
1117.0	337.0
1118.0	342.0
1119.0	306.0
1120.0	303.0
1121.0	310.0
1122.0	329.0
1123.0	329.0
1124.0	329.0
1125.0	308.0
1126.0	340.0
1127.0	325.0
1128.0	323.0
1129.0	325.0
1130.0	315.0
1131.0	319.0
1132.0	305.0
1133.0	351.0
1134.0	333.0
1135.0	305.0
1136.0	302.0
1137.0	275.0
1138.0	334.0
1139.0	345.0
1140.0	340.0
1141.0	322.0
1142.0	374.0
1143.0	348.0
1144.0	309.0
1145.0	319.0
1146.0	314.0
1147.0	317.0
1148.0	326.0
1149.0	319.0
1150.0	329.0
1151.0	372.0
1152.0	337.0
1153.0	295.0
1154.0	311.0
1155.0	342.0
1156.0	356.0
1157.0	366.0
1158.0	365.0
1159.0	335.0
1160.0	360.0
1161.0	353.0
1162.0	346.0
1163.0	304.0
1164.0	390.0
1165.0	378.0
1166.0	339.0
1167.0	363.0
1168.0	348.0
1169.0	313.0
1170.0	332.0
1171.0	337.0
1172.0	369.0
1173.0	343.0
1174.0	322.0
1175.0	338.0
1176.0	356.0
1177.0	337.0
1178.0	323.0
1179.0	361.0
1180.0	304.0
1181.0	327.0
1182.0	357.0
1183.0	357.0
1184.0	343.0
1185.0	343.0
1186.0	323.0
1187.0	339.0
1188.0	338.0
1189.0	364.0
1190.0	323.0
1191.0	343.0
1192.0	339.0
1193.0	339.0
1194.0	342.0
1195.0	289.0
1196.0	348.0
1197.0	312.0
1198.0	327.0
1199.0	330.0
1200.0	308.0
1201.0	307.0
1202.0	302.0
1203.0	325.0
1204.0	267.0
1205.0	303.0
1206.0	325.0
1207.0	326.0
1208.0	301.0
1209.0	323.0
1210.0	302.0
1211.0	302.0
1212.0	297.0
1213.0	322.0
1214.0	366.0
1215.0	307.0
1216.0	289.0
1217.0	297.0
1218.0	341.0
1219.0	289.0
1220.0	297.0
1221.0	302.0
1222.0	329.0
1223.0	293.0
1224.0	325.0
1225.0	281.0
1226.0	272.0
1227.0	314.0
1228.0	292.0
1229.0	308.0
1230.0	303.0
1231.0	301.0
1232.0	282.0
1233.0	312.0
1234.0	301.0
1235.0	284.0
1236.0	319.0
1237.0	302.0
1238.0	333.0
1239.0	321.0
1240.0	308.0
1241.0	324.0
1242.0	304.0
1243.0	321.0
1244.0	318.0
1245.0	343.0
1246.0	279.0
1247.0	307.0
1248.0	302.0
1249.0	286.0
1250.0	291.0
1251.0	284.0
1252.0	301.0
1253.0	253.0
1254.0	284.0
1255.0	303.0
1256.0	282.0
1257.0	321.0
1258.0	311.0
1259.0	282.0
1260.0	294.0
1261.0	272.0
1262.0	288.0
1263.0	301.0
1264.0	300.0
1265.0	281.0
1266.0	310.0
1267.0	275.0
1268.0	272.0
1269.0	289.0
1270.0	307.0
1271.0	250.0
1272.0	317.0
1273.0	262.0
1274.0	270.0
1275.0	273.0
1276.0	266.0
1277.0	274.0
1278.0	261.0
1279.0	298.0
1280.0	243.0
1281.0	243.0
1282.0	261.0
1283.0	290.0
1284.0	271.0
1285.0	263.0
1286.0	269.0
1287.0	260.0
1288.0	292.0
1289.0	265.0
1290.0	255.0
1291.0	285.0
1292.0	268.0
1293.0	262.0
1294.0	257.0
1295.0	266.0
1296.0	290.0
1297.0	290.0
1298.0	283.0
1299.0	277.0
1300.0	289.0
1301.0	287.0
1302.0	282.0
1303.0	264.0
1304.0	260.0
1305.0	243.0
1306.0	269.0
1307.0	239.0
1308.0	260.0
1309.0	271.0
1310.0	259.0
1311.0	263.0
1312.0	275.0
1313.0	234.0
1314.0	270.0
1315.0	278.0
1316.0	269.0
1317.0	294.0
1318.0	225.0
1319.0	253.0
1320.0	266.0
1321.0	238.0
1322.0	269.0
1323.0	255.0
1324.0	251.0
1325.0	238.0
1326.0	246.0
1327.0	223.0
1328.0	233.0
1329.0	211.0
1330.0	263.0
1331.0	245.0
1332.0	258.0
1333.0	225.0
1334.0	255.0
1335.0	247.0
1336.0	242.0
1337.0	266.0
1338.0	264.0
1339.0	206.0
1340.0	251.0
1341.0	292.0
1342.0	227.0
1343.0	221.0
1344.0	254.0
1345.0	234.0
1346.0	276.0
1347.0	264.0
1348.0	254.0
1349.0	248.0
1350.0	245.0
1351.0	271.0
1352.0	242.0
1353.0	236.0
1354.0	262.0
1355.0	228.0
1356.0	243.0
1357.0	234.0
1358.0	250.0
1359.0	258.0
1360.0	240.0
1361.0	244.0
1362.0	232.0
1363.0	245.0
1364.0	243.0
1365.0	229.0
1366.0	259.0
1367.0	258.0
1368.0	233.0
1369.0	279.0
1370.0	260.0
1371.0	235.0
1372.0	269.0
1373.0	250.0
1374.0	261.0
1375.0	257.0
1376.0	247.0
1377.0	246.0
1378.0	269.0
1379.0	239.0
1380.0	233.0
1381.0	231.0
1382.0	237.0
1383.0	243.0
1384.0	269.0
1385.0	233.0
1386.0	252.0
1387.0	270.0
1388.0	252.0
1389.0	239.0
1390.0	229.0
1391.0	220.0
1392.0	231.0
1393.0	217.0
1394.0	259.0
1395.0	252.0
1396.0	254.0
1397.0	226.0
1398.0	237.0
1399.0	233.0
1400.0	245.0
1401.0	234.0
1402.0	255.0
1403.0	265.0
1404.0	250.0
1405.0	267.0
1406.0	222.0
1407.0	228.0
1408.0	272.0
1409.0	230.0
1410.0	239.0
1411.0	271.0
1412.0	244.0
1413.0	252.0
1414.0	250.0
1415.0	212.0
1416.0	235.0
1417.0	216.0
1418.0	220.0
1419.0	236.0
1420.0	247.0
1421.0	225.0
1422.0	239.0
1423.0	247.0
1424.0	265.0
1425.0	235.0
1426.0	232.0
1427.0	218.0
1428.0	200.0
1429.0	220.0
1430.0	245.0
1431.0	229.0
1432.0	243.0
1433.0	270.0
1434.0	229.0
1435.0	245.0
1436.0	240.0
1437.0	210.0
1438.0	220.0
1439.0	237.0
1440.0	210.0
1441.0	211.0
1442.0	231.0
1443.0	210.0
1444.0	217.0
1445.0	232.0
1446.0	216.0
1447.0	195.0
1448.0	225.0
1449.0	222.0
1450.0	206.0
1451.0	234.0
1452.0	211.0
1453.0	224.0
1454.0	241.0
1455.0	241.0
1456.0	220.0
1457.0	227.0
1458.0	225.0
1459.0	253.0
1460.0	190.0
1461.0	229.0
1462.0	237.0
1463.0	217.0
1464.0	236.0
1465.0	197.0
1466.0	189.0
1467.0	231.0
1468.0	214.0
1469.0	255.0
1470.0	232.0
1471.0	232.0
1472.0	243.0
1473.0	226.0
1474.0	206.0
1475.0	216.0
1476.0	224.0
1477.0	226.0
1478.0	260.0
1479.0	222.0
1480.0	224.0
1481.0	222.0
1482.0	221.0
1483.0	204.0
1484.0	211.0
1485.0	251.0
1486.0	227.0
1487.0	221.0
1488.0	214.0
1489.0	227.0
1490.0	231.0
1491.0	190.0
1492.0	205.0
1493.0	189.0
1494.0	209.0
1495.0	216.0
1496.0	205.0
1497.0	232.0
1498.0	231.0
1499.0	192.0
1500.0	215.0
1501.0	196.0
1502.0	211.0
1503.0	189.0
1504.0	218.0
1505.0	223.0
1506.0	220.0
1507.0	203.0
1508.0	229.0
1509.0	187.0
1510.0	198.0
1511.0	221.0
1512.0	208.0
1513.0	204.0
1514.0	206.0
1515.0	216.0
1516.0	200.0
1517.0	181.0
1518.0	208.0
1519.0	210.0
1520.0	210.0
1521.0	213.0
1522.0	215.0
1523.0	192.0
1524.0	185.0
1525.0	201.0
1526.0	217.0
1527.0	208.0
1528.0	191.0
1529.0	186.0
1530.0	200.0
1531.0	194.0
1532.0	215.0
1533.0	199.0
1534.0	203.0
1535.0	212.0
1536.0	184.0
1537.0	198.0
1538.0	172.0
1539.0	202.0
1540.0	203.0
1541.0	194.0
1542.0	209.0
1543.0	207.0
1544.0	239.0
1545.0	230.0
1546.0	244.0
1547.0	191.0
1548.0	218.0
1549.0	203.0
1550.0	211.0
1551.0	225.0
1552.0	203.0
1553.0	206.0
1554.0	248.0
1555.0	195.0
1556.0	198.0
1557.0	230.0
1558.0	225.0
1559.0	237.0
1560.0	212.0
1561.0	239.0
1562.0	238.0
1563.0	197.0
1564.0	183.0
1565.0	202.0
1566.0	193.0
1567.0	201.0
1568.0	191.0
1569.0	193.0
1570.0	215.0
1571.0	191.0
1572.0	218.0
1573.0	196.0
1574.0	192.0
1575.0	187.0
1576.0	198.0
1577.0	190.0
1578.0	199.0
1579.0	211.0
