#Position (bp)	Coverage
3877256.5	45.81961753363719
1.16317685E7	45.944554215661796
1.93862805E7	52.04790836612285
2.71407925E7	47.220162661428596
3.48953045E7	48.69309648369878
4.26498165E7	49.38715576170364
5.04043285E7	48.50662066162255
5.81588405E7	46.85621648402891
6.59133525E7	47.7330198212344
7.36678645E7	45.662996330394485
8.14223765E7	46.61804224430886
8.91768885E7	49.125156811930914
9.69314005E7	47.02793380163703
1.046859125E8	46.46927375958668
1.124404245E8	48.931257827700826
1.201949365E8	105.20942014146087
1.279494485E8	0.0
1.357039605E8	0.0
1.434584725E8	39.405850426177686
1.512129845E8	48.77171135978641
1.589674965E8	50.210123602877914
1.667220085E8	48.30254850337455
1.744765205E8	48.53654594899073
1.822310325E8	49.529121626222256
1.899855445E8	46.83600773330417
1.977400565E8	47.59342857422878
2.054945685E8	47.53525108994609
2.132490805E8	47.8427234363684
2.210035925E8	47.48017025442736
2.287581045E8	48.691902082297375
2.365126165E8	47.00952013485826
2.442671285E8	47.16379792822553
2.48697503E8	41.92188653968363
2.52574759E8	43.54154167810447
2.597761525E8	48.442524945476904
2.675306645E8	46.939893832132825
2.752851765E8	48.665141275169866
2.830396885E8	55.34924750906311
2.907942005E8	49.01812480269552
2.985487125E8	46.9195481288829
3.063032245E8	48.366995756792946
3.140577365E8	49.77292046230633
3.218122485E8	49.2212569920583
3.295667605E8	44.520187085918494
3.373212725E8	58.25101308760629
3.450757845E8	76.17209180925892
3.528302965E8	45.715349721555654
3.605848085E8	48.456040689601096
3.683393205E8	46.28380715640133
3.760938325E8	46.40566820968231
3.838483445E8	49.36245491656986
3.916028565E8	46.674123400673054
3.993573685E8	46.83867263342942
4.071118805E8	48.0851798282084
4.148663925E8	46.919862268573446
4.226209045E8	49.31958078084088
4.303754165E8	48.74300665212717
4.381299285E8	47.85205813080179
4.458844405E8	47.71553645155233
4.536389525E8	48.662171004442314
4.613934645E8	47.73062315204361
4.691479765E8	47.9050155573942
4.769024885E8	48.38744797867358
4.846570005E8	47.43423725438816
4.904921255E8	45.415586793600596
4.943693815E8	45.40479564569313
5.001660245E8	47.81167751110579
5.079205365E8	49.09772026918006
5.156750485E8	47.16374931136866
5.234295605E8	47.07627095038347
5.311840725E8	48.069006663475406
5.389385845E8	48.64958968404459
5.466930965E8	49.09096433147566
5.544476085E8	45.468714601254085
5.622021205E8	46.80551451851515
5.699566325E8	45.25156412163654
5.777111445E8	45.18025002733892
5.854656565E8	28.77590130752264
5.932201685E8	47.898722833880456
6.009746805E8	47.815826966287496
6.087291925E8	48.65972584735184
6.164837045E8	49.49641898806785
6.242382165E8	48.60278880218381
6.319927285E8	48.3715768316562
6.397472405E8	46.77368195445439
6.475017525E8	48.260124428203866
6.552562645E8	45.447142257307746
6.630107765E8	48.40168949380696
6.707652885E8	47.68516626191307
6.785198005E8	48.38652142133509
6.862743125E8	50.01677823182168
6.903119965E8	44.92436482409554
6.941892525E8	49.06608753485499
7.017833365E8	46.000808819433125
7.095378485E8	45.27945936507675
7.172923605E8	45.92218994567292
7.250468725E8	45.846993595470614
7.328013845E8	47.986636683262596
7.405558965E8	91.89931771335192
7.483104085E8	45.17745449359031
7.560649205E8	47.499138952908964
7.638194325E8	46.90176828664396
7.715739445E8	48.643873914954284
7.793284565E8	47.15711046678373
7.870829685E8	44.934775521657585
7.948374805E8	48.36511427153636
8.025919925E8	47.95248314787571
8.103465045E8	46.32182695700258
8.181010165E8	46.20106719803903
8.258555285E8	45.15508571010013
8.336100405E8	48.91818814646234
8.413645525E8	51.24153254260229
8.491190645E8	48.46931721815635
8.568735765E8	48.57749127217806
8.646280885E8	48.31976841353782
8.723826005E8	47.46875780190939
8.789432785E8	51.24612397900889
8.828205345E8	47.15777444770379
8.878916245E8	45.62205113616434
8.956461365E8	47.4295844793328
9.034006485E8	44.37867540858793
9.111551605E8	45.33172596805576
9.189096725E8	48.19855046971363
9.266641845E8	33.238840174597705
9.344186965E8	47.13279339821771
9.421732085E8	47.98590369065133
9.499277205E8	47.00008304842394
9.576822325E8	48.66104920593327
9.654367445E8	47.12463724345259
9.731912565E8	47.92356965854202
9.809457685E8	48.51259215280085
9.887002805E8	46.90474397357306
9.964547925E8	48.34907509331342
1.0042093045E9	47.92117079707917
1.0119638165E9	48.64685334164162
1.0197183285E9	48.69308049300846
1.0274728405E9	48.05706471277625
1.0352273525E9	48.53229706782322
1.0429818645E9	46.85992761375571
1.0507363765E9	47.42576218851683
1.0584908885E9	47.8683338164929
1.0624550525E9	47.5872531872785
1.0663323085E9	46.750694131515104
1.0739999125E9	47.07768316046194
1.0817544245E9	45.42880390152211
1.0895089365E9	47.69332757496539
1.0972634485E9	49.10768698275275
1.1050179605E9	48.58459900506956
1.1127724725E9	47.504588554379694
1.1205269845E9	56.89884560111584
1.1282814965E9	45.96735719797713
1.1360360085E9	48.280585290215555
1.1437905205E9	45.92204602946001
1.1515450325E9	47.96973607107707
1.1592995445E9	44.41278368000462
1.1670540565E9	46.55471021258333
