#Coverage	Number of genomic locations
240.0	22327.0
241.0	21783.0
242.0	21763.0
243.0	21617.0
244.0	21279.0
245.0	21291.0
246.0	20600.0
247.0	20317.0
248.0	20401.0
249.0	20087.0
250.0	19987.0
251.0	19632.0
252.0	19216.0
253.0	18869.0
254.0	18504.0
255.0	18284.0
256.0	18179.0
257.0	17649.0
258.0	17323.0
259.0	17248.0
260.0	17000.0
261.0	16748.0
262.0	16506.0
263.0	16415.0
264.0	15930.0
265.0	15722.0
266.0	15452.0
267.0	15167.0
268.0	14862.0
269.0	14745.0
270.0	14668.0
271.0	14334.0
272.0	14371.0
273.0	13840.0
274.0	13381.0
275.0	13155.0
276.0	13143.0
277.0	13149.0
278.0	13095.0
279.0	12395.0
280.0	12543.0
281.0	12374.0
282.0	12123.0
283.0	12009.0
284.0	11998.0
285.0	11896.0
286.0	11618.0
287.0	11427.0
288.0	11341.0
289.0	11382.0
290.0	11110.0
291.0	11206.0
292.0	11245.0
293.0	10690.0
294.0	10743.0
295.0	10356.0
296.0	10300.0
297.0	10130.0
298.0	9870.0
299.0	9875.0
300.0	9614.0
301.0	9545.0
302.0	9473.0
303.0	9390.0
304.0	9189.0
305.0	9360.0
306.0	9060.0
307.0	8994.0
308.0	9056.0
309.0	8697.0
310.0	8752.0
311.0	8655.0
312.0	8602.0
313.0	8605.0
314.0	8286.0
315.0	8143.0
316.0	7962.0
317.0	8078.0
318.0	8119.0
319.0	7895.0
320.0	7685.0
321.0	7719.0
322.0	7433.0
323.0	7448.0
324.0	7307.0
325.0	7357.0
326.0	7327.0
327.0	7310.0
328.0	7263.0
329.0	7048.0
330.0	7299.0
331.0	7109.0
332.0	7109.0
333.0	7077.0
334.0	6908.0
335.0	6797.0
336.0	6827.0
337.0	6674.0
338.0	6425.0
339.0	6569.0
340.0	6409.0
341.0	6290.0
342.0	6499.0
343.0	6412.0
344.0	6216.0
345.0	6225.0
346.0	6233.0
347.0	6021.0
348.0	5856.0
349.0	5780.0
350.0	5835.0
351.0	5727.0
352.0	5766.0
353.0	5673.0
354.0	5700.0
355.0	5618.0
356.0	5604.0
357.0	5449.0
358.0	5530.0
359.0	5363.0
360.0	5338.0
361.0	5442.0
362.0	5260.0
363.0	5158.0
364.0	5157.0
365.0	5155.0
366.0	5054.0
367.0	5115.0
368.0	5011.0
369.0	5018.0
370.0	4913.0
371.0	4981.0
372.0	4807.0
373.0	4759.0
374.0	4832.0
375.0	4592.0
376.0	4709.0
377.0	4695.0
378.0	4643.0
379.0	4496.0
380.0	4685.0
381.0	4663.0
382.0	4629.0
383.0	4570.0
384.0	4560.0
385.0	4434.0
386.0	4532.0
387.0	4554.0
388.0	4444.0
389.0	4519.0
390.0	4413.0
391.0	4345.0
392.0	4357.0
393.0	4341.0
394.0	4429.0
395.0	4308.0
396.0	4297.0
397.0	4261.0
398.0	4403.0
399.0	4183.0
400.0	4254.0
401.0	4323.0
402.0	4142.0
403.0	4156.0
404.0	4062.0
405.0	4132.0
406.0	4168.0
407.0	4061.0
408.0	4118.0
409.0	4077.0
410.0	3941.0
411.0	4060.0
412.0	3968.0
413.0	3939.0
414.0	4026.0
415.0	3930.0
416.0	3903.0
417.0	3946.0
418.0	3832.0
419.0	3698.0
420.0	3601.0
421.0	3738.0
422.0	3696.0
423.0	3879.0
424.0	3719.0
425.0	3719.0
426.0	3732.0
427.0	3730.0
428.0	3687.0
429.0	3692.0
430.0	3599.0
431.0	3463.0
432.0	3581.0
433.0	3605.0
434.0	3565.0
435.0	3551.0
436.0	3529.0
437.0	3519.0
438.0	3485.0
439.0	3418.0
440.0	3457.0
441.0	3250.0
442.0	3429.0
443.0	3398.0
444.0	3421.0
445.0	3328.0
446.0	3342.0
447.0	3274.0
448.0	3315.0
449.0	3299.0
450.0	3220.0
451.0	3123.0
452.0	3125.0
453.0	3219.0
454.0	3195.0
455.0	3221.0
456.0	3112.0
457.0	2987.0
458.0	2964.0
459.0	2907.0
460.0	2946.0
461.0	2827.0
462.0	2872.0
463.0	2844.0
464.0	2804.0
465.0	2847.0
466.0	2894.0
467.0	2748.0
468.0	2812.0
469.0	2819.0
470.0	2842.0
471.0	2863.0
472.0	2749.0
473.0	2736.0
474.0	2612.0
475.0	2692.0
476.0	2647.0
477.0	2667.0
478.0	2601.0
479.0	2733.0
480.0	2599.0
481.0	2671.0
482.0	2592.0
483.0	2644.0
484.0	2555.0
485.0	2549.0
486.0	2411.0
487.0	2522.0
488.0	2466.0
489.0	2433.0
490.0	2406.0
491.0	2462.0
492.0	2511.0
493.0	2353.0
494.0	2418.0
495.0	2345.0
496.0	2325.0
497.0	2358.0
498.0	2283.0
499.0	2366.0
500.0	2227.0
501.0	2397.0
502.0	2218.0
503.0	2274.0
504.0	2218.0
505.0	2129.0
506.0	2209.0
507.0	2226.0
508.0	2081.0
509.0	2185.0
510.0	2057.0
511.0	2054.0
512.0	2145.0
513.0	2022.0
514.0	1966.0
515.0	2060.0
516.0	2105.0
517.0	1970.0
518.0	1967.0
519.0	1896.0
520.0	2026.0
521.0	1945.0
522.0	2004.0
523.0	1953.0
524.0	1979.0
525.0	1895.0
526.0	1966.0
527.0	1899.0
528.0	1856.0
529.0	1857.0
530.0	1816.0
531.0	1863.0
532.0	1925.0
533.0	1795.0
534.0	1831.0
535.0	1789.0
536.0	1844.0
537.0	1757.0
538.0	1840.0
539.0	1769.0
540.0	1784.0
541.0	1775.0
542.0	1716.0
543.0	1724.0
544.0	1664.0
545.0	1690.0
546.0	1733.0
547.0	1734.0
548.0	1692.0
549.0	1726.0
550.0	1647.0
551.0	1799.0
552.0	1700.0
553.0	1646.0
554.0	1729.0
555.0	1664.0
556.0	1645.0
557.0	1614.0
558.0	1611.0
559.0	1574.0
560.0	1565.0
561.0	1556.0
562.0	1584.0
563.0	1505.0
564.0	1584.0
565.0	1566.0
566.0	1642.0
567.0	1556.0
568.0	1558.0
569.0	1553.0
570.0	1488.0
571.0	1510.0
572.0	1568.0
573.0	1544.0
574.0	1553.0
575.0	1527.0
576.0	1517.0
577.0	1515.0
578.0	1509.0
579.0	1435.0
580.0	1511.0
581.0	1516.0
582.0	1480.0
583.0	1481.0
584.0	1438.0
585.0	1564.0
586.0	1464.0
587.0	1388.0
588.0	1462.0
589.0	1433.0
590.0	1519.0
591.0	1433.0
592.0	1360.0
593.0	1408.0
594.0	1382.0
595.0	1402.0
596.0	1362.0
597.0	1356.0
598.0	1269.0
599.0	1391.0
600.0	1430.0
601.0	1449.0
602.0	1377.0
603.0	1365.0
604.0	1282.0
605.0	1342.0
606.0	1376.0
607.0	1296.0
608.0	1287.0
609.0	1259.0
610.0	1280.0
611.0	1282.0
612.0	1285.0
613.0	1203.0
614.0	1197.0
615.0	1222.0
616.0	1264.0
617.0	1264.0
618.0	1292.0
619.0	1276.0
620.0	1311.0
621.0	1240.0
622.0	1255.0
623.0	1199.0
624.0	1227.0
625.0	1250.0
626.0	1195.0
627.0	1193.0
628.0	1131.0
629.0	1157.0
630.0	1187.0
631.0	1152.0
632.0	1206.0
633.0	1175.0
634.0	1207.0
635.0	1129.0
636.0	1219.0
637.0	1234.0
638.0	1123.0
639.0	1178.0
640.0	1086.0
641.0	1070.0
642.0	1134.0
643.0	1012.0
644.0	1065.0
645.0	1126.0
646.0	1120.0
647.0	1158.0
648.0	1155.0
649.0	1166.0
650.0	1110.0
651.0	1135.0
652.0	1090.0
653.0	1079.0
654.0	1141.0
655.0	1122.0
656.0	1150.0
657.0	1161.0
658.0	1134.0
659.0	1161.0
660.0	1116.0
661.0	1071.0
662.0	1079.0
663.0	992.0
664.0	1095.0
665.0	1042.0
666.0	1025.0
667.0	1018.0
668.0	1000.0
669.0	1027.0
670.0	998.0
671.0	1070.0
672.0	1039.0
673.0	943.0
674.0	989.0
675.0	965.0
676.0	969.0
677.0	1010.0
678.0	1038.0
679.0	1031.0
680.0	998.0
681.0	1005.0
682.0	1008.0
683.0	1005.0
684.0	947.0
685.0	942.0
686.0	970.0
687.0	964.0
688.0	924.0
689.0	936.0
690.0	919.0
691.0	915.0
692.0	883.0
693.0	911.0
694.0	877.0
695.0	859.0
696.0	915.0
697.0	866.0
698.0	911.0
699.0	884.0
700.0	946.0
701.0	897.0
702.0	884.0
703.0	870.0
704.0	872.0
705.0	904.0
706.0	881.0
707.0	951.0
708.0	926.0
709.0	869.0
710.0	847.0
711.0	855.0
712.0	834.0
713.0	862.0
714.0	851.0
715.0	833.0
716.0	795.0
717.0	827.0
718.0	836.0
719.0	875.0
720.0	847.0
721.0	853.0
722.0	827.0
723.0	866.0
724.0	853.0
725.0	866.0
726.0	813.0
727.0	838.0
728.0	808.0
729.0	842.0
730.0	879.0
731.0	815.0
732.0	811.0
733.0	842.0
734.0	849.0
735.0	861.0
736.0	793.0
737.0	825.0
738.0	851.0
739.0	844.0
740.0	891.0
741.0	816.0
742.0	866.0
743.0	823.0
744.0	828.0
745.0	781.0
746.0	813.0
747.0	798.0
748.0	823.0
749.0	799.0
750.0	745.0
751.0	773.0
752.0	765.0
753.0	763.0
754.0	790.0
755.0	777.0
756.0	749.0
757.0	707.0
758.0	837.0
759.0	691.0
760.0	722.0
761.0	836.0
762.0	788.0
763.0	815.0
764.0	793.0
765.0	815.0
766.0	751.0
767.0	795.0
768.0	848.0
769.0	756.0
770.0	744.0
771.0	814.0
772.0	753.0
773.0	795.0
774.0	753.0
775.0	737.0
776.0	738.0
777.0	754.0
778.0	786.0
779.0	762.0
780.0	778.0
781.0	805.0
782.0	740.0
783.0	739.0
784.0	778.0
785.0	777.0
786.0	743.0
787.0	729.0
788.0	777.0
789.0	776.0
790.0	816.0
791.0	766.0
792.0	709.0
793.0	809.0
794.0	787.0
795.0	734.0
796.0	751.0
797.0	699.0
798.0	711.0
799.0	779.0
800.0	682.0
801.0	694.0
802.0	658.0
803.0	726.0
804.0	665.0
805.0	723.0
806.0	676.0
807.0	723.0
808.0	707.0
809.0	695.0
810.0	725.0
811.0	692.0
812.0	673.0
813.0	667.0
814.0	639.0
815.0	684.0
816.0	685.0
817.0	677.0
818.0	648.0
819.0	693.0
820.0	668.0
821.0	706.0
822.0	697.0
823.0	651.0
824.0	694.0
825.0	648.0
826.0	640.0
827.0	643.0
828.0	650.0
829.0	594.0
830.0	630.0
831.0	693.0
832.0	694.0
833.0	667.0
834.0	652.0
835.0	713.0
836.0	661.0
837.0	633.0
838.0	657.0
839.0	657.0
840.0	641.0
841.0	689.0
842.0	665.0
843.0	638.0
844.0	626.0
845.0	665.0
846.0	669.0
847.0	615.0
848.0	640.0
849.0	623.0
850.0	649.0
851.0	632.0
852.0	669.0
853.0	659.0
854.0	615.0
855.0	626.0
856.0	621.0
857.0	648.0
858.0	638.0
859.0	620.0
860.0	624.0
861.0	655.0
862.0	688.0
863.0	662.0
864.0	607.0
865.0	628.0
866.0	585.0
867.0	608.0
868.0	594.0
869.0	603.0
870.0	625.0
871.0	654.0
872.0	629.0
873.0	609.0
874.0	628.0
875.0	625.0
876.0	671.0
877.0	623.0
878.0	619.0
879.0	602.0
880.0	605.0
881.0	620.0
882.0	595.0
883.0	628.0
884.0	603.0
885.0	614.0
886.0	576.0
887.0	618.0
888.0	607.0
889.0	601.0
890.0	645.0
891.0	636.0
892.0	568.0
893.0	592.0
894.0	648.0
895.0	634.0
896.0	633.0
897.0	600.0
898.0	574.0
899.0	637.0
900.0	618.0
901.0	563.0
902.0	579.0
903.0	543.0
904.0	611.0
905.0	606.0
906.0	581.0
907.0	628.0
908.0	562.0
909.0	582.0
910.0	560.0
911.0	546.0
912.0	552.0
913.0	584.0
914.0	565.0
915.0	570.0
916.0	580.0
917.0	550.0
918.0	537.0
919.0	540.0
920.0	546.0
921.0	549.0
922.0	548.0
923.0	542.0
924.0	515.0
925.0	546.0
926.0	551.0
927.0	503.0
928.0	512.0
929.0	548.0
930.0	554.0
931.0	561.0
932.0	521.0
933.0	536.0
934.0	561.0
935.0	556.0
936.0	567.0
937.0	514.0
938.0	571.0
939.0	565.0
940.0	553.0
941.0	571.0
942.0	574.0
943.0	549.0
944.0	550.0
945.0	547.0
946.0	561.0
947.0	515.0
948.0	581.0
949.0	558.0
950.0	559.0
951.0	538.0
952.0	548.0
953.0	558.0
954.0	608.0
955.0	563.0
956.0	586.0
957.0	581.0
958.0	609.0
959.0	585.0
960.0	557.0
961.0	526.0
962.0	628.0
963.0	549.0
964.0	558.0
965.0	509.0
966.0	529.0
967.0	587.0
968.0	558.0
969.0	549.0
970.0	565.0
971.0	556.0
972.0	548.0
973.0	539.0
974.0	552.0
975.0	534.0
976.0	526.0
977.0	565.0
978.0	510.0
979.0	513.0
980.0	526.0
981.0	481.0
982.0	513.0
983.0	521.0
984.0	519.0
985.0	531.0
986.0	534.0
987.0	531.0
988.0	552.0
989.0	533.0
990.0	488.0
991.0	526.0
992.0	543.0
993.0	496.0
994.0	474.0
995.0	485.0
996.0	448.0
997.0	493.0
998.0	490.0
999.0	511.0
1000.0	520.0
1001.0	447.0
1002.0	488.0
1003.0	495.0
1004.0	526.0
1005.0	477.0
1006.0	510.0
1007.0	477.0
1008.0	485.0
1009.0	473.0
1010.0	475.0
1011.0	440.0
1012.0	512.0
1013.0	482.0
1014.0	516.0
1015.0	456.0
1016.0	504.0
1017.0	505.0
1018.0	445.0
1019.0	475.0
1020.0	538.0
1021.0	514.0
1022.0	507.0
1023.0	501.0
1024.0	459.0
1025.0	478.0
1026.0	477.0
1027.0	494.0
1028.0	479.0
1029.0	453.0
1030.0	476.0
1031.0	515.0
1032.0	488.0
1033.0	458.0
1034.0	466.0
1035.0	444.0
1036.0	418.0
1037.0	460.0
1038.0	453.0
1039.0	456.0
1040.0	456.0
1041.0	431.0
1042.0	459.0
1043.0	481.0
1044.0	474.0
1045.0	402.0
1046.0	453.0
1047.0	475.0
1048.0	461.0
1049.0	441.0
1050.0	455.0
1051.0	414.0
1052.0	441.0
1053.0	432.0
1054.0	446.0
1055.0	443.0
1056.0	500.0
1057.0	457.0
1058.0	440.0
1059.0	471.0
1060.0	459.0
1061.0	510.0
1062.0	452.0
1063.0	436.0
1064.0	402.0
1065.0	433.0
1066.0	381.0
1067.0	452.0
1068.0	449.0
1069.0	451.0
1070.0	442.0
1071.0	447.0
1072.0	474.0
1073.0	462.0
1074.0	424.0
1075.0	470.0
1076.0	477.0
1077.0	466.0
1078.0	438.0
1079.0	494.0
1080.0	473.0
1081.0	453.0
1082.0	453.0
1083.0	476.0
1084.0	455.0
1085.0	500.0
1086.0	449.0
1087.0	456.0
1088.0	470.0
1089.0	435.0
1090.0	469.0
1091.0	454.0
1092.0	443.0
1093.0	465.0
1094.0	469.0
1095.0	444.0
1096.0	438.0
1097.0	436.0
1098.0	453.0
1099.0	465.0
1100.0	422.0
1101.0	447.0
1102.0	428.0
1103.0	482.0
1104.0	415.0
1105.0	455.0
1106.0	448.0
1107.0	437.0
1108.0	456.0
1109.0	436.0
1110.0	479.0
1111.0	405.0
1112.0	453.0
1113.0	465.0
1114.0	416.0
1115.0	437.0
1116.0	437.0
1117.0	466.0
1118.0	441.0
1119.0	428.0
1120.0	422.0
1121.0	387.0
1122.0	452.0
1123.0	438.0
1124.0	412.0
1125.0	433.0
1126.0	434.0
1127.0	429.0
1128.0	449.0
1129.0	411.0
1130.0	429.0
1131.0	408.0
1132.0	396.0
1133.0	403.0
1134.0	408.0
1135.0	429.0
1136.0	418.0
1137.0	421.0
1138.0	385.0
1139.0	443.0
1140.0	408.0
1141.0	414.0
1142.0	424.0
1143.0	416.0
1144.0	393.0
1145.0	398.0
1146.0	389.0
1147.0	428.0
1148.0	441.0
1149.0	440.0
1150.0	408.0
1151.0	454.0
1152.0	433.0
1153.0	421.0
1154.0	420.0
1155.0	444.0
1156.0	405.0
1157.0	427.0
1158.0	390.0
1159.0	422.0
1160.0	416.0
1161.0	436.0
1162.0	417.0
1163.0	442.0
1164.0	432.0
1165.0	437.0
1166.0	444.0
1167.0	447.0
1168.0	426.0
1169.0	403.0
1170.0	430.0
1171.0	398.0
1172.0	423.0
1173.0	427.0
1174.0	405.0
1175.0	449.0
1176.0	396.0
1177.0	418.0
1178.0	432.0
1179.0	424.0
1180.0	376.0
1181.0	402.0
1182.0	372.0
1183.0	366.0
1184.0	377.0
1185.0	364.0
1186.0	390.0
1187.0	348.0
1188.0	413.0
1189.0	393.0
1190.0	376.0
1191.0	381.0
1192.0	394.0
1193.0	427.0
1194.0	365.0
1195.0	392.0
1196.0	376.0
1197.0	379.0
1198.0	402.0
1199.0	412.0
1200.0	377.0
1201.0	399.0
1202.0	393.0
1203.0	360.0
1204.0	390.0
1205.0	367.0
1206.0	400.0
1207.0	417.0
1208.0	363.0
1209.0	347.0
1210.0	373.0
1211.0	358.0
1212.0	391.0
1213.0	372.0
1214.0	342.0
1215.0	358.0
1216.0	328.0
1217.0	367.0
1218.0	376.0
1219.0	339.0
1220.0	371.0
1221.0	337.0
1222.0	362.0
1223.0	360.0
1224.0	349.0
1225.0	313.0
1226.0	343.0
1227.0	298.0
1228.0	355.0
1229.0	323.0
1230.0	343.0
1231.0	350.0
1232.0	326.0
1233.0	350.0
1234.0	351.0
1235.0	333.0
1236.0	362.0
1237.0	324.0
1238.0	344.0
1239.0	379.0
1240.0	322.0
1241.0	373.0
1242.0	334.0
1243.0	320.0
1244.0	353.0
1245.0	324.0
1246.0	352.0
1247.0	342.0
1248.0	329.0
1249.0	364.0
1250.0	343.0
1251.0	325.0
1252.0	311.0
1253.0	356.0
1254.0	335.0
1255.0	353.0
1256.0	328.0
1257.0	337.0
1258.0	326.0
1259.0	341.0
1260.0	353.0
1261.0	318.0
1262.0	352.0
1263.0	307.0
1264.0	347.0
1265.0	336.0
1266.0	298.0
1267.0	281.0
1268.0	340.0
1269.0	304.0
1270.0	282.0
1271.0	309.0
1272.0	303.0
1273.0	334.0
1274.0	348.0
1275.0	329.0
1276.0	329.0
1277.0	329.0
1278.0	333.0
1279.0	313.0
1280.0	335.0
1281.0	317.0
1282.0	292.0
1283.0	324.0
1284.0	279.0
1285.0	309.0
1286.0	296.0
1287.0	311.0
1288.0	274.0
1289.0	307.0
1290.0	293.0
1291.0	260.0
1292.0	314.0
1293.0	304.0
1294.0	292.0
1295.0	289.0
1296.0	302.0
1297.0	264.0
1298.0	292.0
1299.0	301.0
1300.0	269.0
1301.0	283.0
1302.0	276.0
1303.0	290.0
1304.0	309.0
1305.0	268.0
1306.0	314.0
1307.0	311.0
1308.0	291.0
1309.0	267.0
1310.0	302.0
1311.0	310.0
1312.0	293.0
1313.0	274.0
1314.0	279.0
1315.0	282.0
1316.0	260.0
1317.0	278.0
1318.0	262.0
1319.0	283.0
1320.0	273.0
1321.0	262.0
1322.0	281.0
1323.0	246.0
1324.0	265.0
1325.0	237.0
1326.0	289.0
1327.0	257.0
1328.0	277.0
1329.0	280.0
1330.0	271.0
1331.0	290.0
1332.0	307.0
1333.0	268.0
1334.0	269.0
1335.0	288.0
1336.0	314.0
1337.0	282.0
1338.0	295.0
1339.0	268.0
1340.0	281.0
1341.0	268.0
1342.0	282.0
1343.0	255.0
1344.0	281.0
1345.0	284.0
1346.0	253.0
1347.0	287.0
1348.0	280.0
1349.0	273.0
1350.0	284.0
1351.0	242.0
1352.0	247.0
1353.0	252.0
1354.0	267.0
1355.0	287.0
1356.0	290.0
1357.0	272.0
1358.0	256.0
1359.0	260.0
1360.0	281.0
1361.0	272.0
1362.0	274.0
1363.0	278.0
1364.0	285.0
1365.0	275.0
1366.0	299.0
1367.0	258.0
1368.0	287.0
1369.0	264.0
1370.0	268.0
1371.0	237.0
1372.0	298.0
1373.0	317.0
1374.0	224.0
1375.0	253.0
1376.0	277.0
1377.0	258.0
1378.0	263.0
1379.0	250.0
1380.0	265.0
1381.0	253.0
1382.0	255.0
1383.0	266.0
1384.0	286.0
1385.0	248.0
1386.0	293.0
1387.0	301.0
1388.0	303.0
1389.0	302.0
1390.0	241.0
1391.0	267.0
1392.0	271.0
1393.0	261.0
1394.0	264.0
1395.0	259.0
1396.0	264.0
1397.0	251.0
1398.0	294.0
1399.0	278.0
1400.0	287.0
1401.0	251.0
1402.0	310.0
1403.0	281.0
1404.0	273.0
1405.0	273.0
1406.0	251.0
1407.0	298.0
1408.0	258.0
1409.0	241.0
1410.0	261.0
1411.0	271.0
1412.0	275.0
1413.0	280.0
1414.0	275.0
1415.0	260.0
1416.0	291.0
1417.0	260.0
1418.0	308.0
1419.0	299.0
1420.0	245.0
1421.0	298.0
1422.0	277.0
1423.0	311.0
1424.0	297.0
1425.0	271.0
1426.0	281.0
1427.0	309.0
1428.0	286.0
1429.0	273.0
1430.0	281.0
1431.0	288.0
1432.0	261.0
1433.0	281.0
1434.0	318.0
1435.0	295.0
1436.0	285.0
1437.0	275.0
1438.0	287.0
1439.0	263.0
1440.0	247.0
1441.0	286.0
1442.0	265.0
1443.0	275.0
1444.0	270.0
1445.0	276.0
1446.0	290.0
1447.0	280.0
1448.0	259.0
1449.0	320.0
1450.0	272.0
1451.0	246.0
1452.0	257.0
1453.0	282.0
1454.0	282.0
1455.0	285.0
1456.0	262.0
1457.0	330.0
1458.0	273.0
1459.0	312.0
1460.0	286.0
1461.0	307.0
1462.0	296.0
1463.0	277.0
1464.0	282.0
1465.0	275.0
1466.0	304.0
1467.0	271.0
1468.0	287.0
1469.0	249.0
1470.0	267.0
1471.0	269.0
1472.0	289.0
1473.0	301.0
1474.0	247.0
1475.0	245.0
1476.0	262.0
1477.0	308.0
1478.0	251.0
1479.0	278.0
1480.0	259.0
1481.0	265.0
1482.0	262.0
1483.0	260.0
1484.0	231.0
1485.0	270.0
1486.0	273.0
1487.0	266.0
1488.0	266.0
1489.0	287.0
1490.0	283.0
1491.0	269.0
1492.0	270.0
1493.0	245.0
1494.0	271.0
1495.0	262.0
1496.0	276.0
1497.0	259.0
1498.0	285.0
1499.0	275.0
1500.0	254.0
1501.0	286.0
1502.0	266.0
1503.0	268.0
1504.0	262.0
1505.0	264.0
1506.0	261.0
1507.0	250.0
1508.0	261.0
1509.0	271.0
1510.0	264.0
1511.0	251.0
1512.0	259.0
1513.0	250.0
1514.0	245.0
1515.0	276.0
1516.0	258.0
1517.0	259.0
1518.0	252.0
1519.0	258.0
1520.0	219.0
1521.0	260.0
1522.0	296.0
1523.0	279.0
1524.0	281.0
1525.0	254.0
1526.0	266.0
1527.0	287.0
1528.0	272.0
1529.0	262.0
1530.0	258.0
1531.0	250.0
1532.0	279.0
1533.0	260.0
1534.0	262.0
1535.0	255.0
1536.0	271.0
1537.0	258.0
1538.0	249.0
1539.0	244.0
1540.0	278.0
1541.0	277.0
1542.0	234.0
1543.0	216.0
1544.0	231.0
1545.0	248.0
1546.0	226.0
1547.0	228.0
1548.0	200.0
1549.0	217.0
1550.0	226.0
1551.0	211.0
1552.0	238.0
1553.0	206.0
1554.0	207.0
1555.0	225.0
1556.0	230.0
1557.0	234.0
1558.0	227.0
1559.0	243.0
1560.0	217.0
1561.0	220.0
1562.0	207.0
1563.0	238.0
1564.0	254.0
1565.0	245.0
1566.0	247.0
1567.0	189.0
1568.0	231.0
