#Read position (bp)	Clipping profile
0.0	11.501440250683027
1.0	1.098941650592183
2.0	1.0651314351940004
3.0	1.0235018060525056
4.0	0.9771560718845231
5.0	0.923906769598806
6.0	0.9004487648294541
7.0	0.8737432441665441
8.0	0.8463157079975451
9.0	0.8176759735298643
10.0	0.7878745757685136
11.0	0.7686478642663437
12.0	0.7485800962436063
13.0	0.7282629974240855
14.0	0.7077726067758834
15.0	0.6867617326001324
16.0	0.6707068020441709
17.0	0.6544098371894759
18.0	0.6381285800736379
19.0	0.622096991555419
20.0	0.6059836552349759
21.0	0.5929878490465379
22.0	0.5798917835700831
23.0	0.5665966520611877
24.0	0.5538284560758016
25.0	0.5411919010760631
26.0	0.5303536626049186
27.0	0.5196267632891999
28.0	0.5090751826071765
29.0	0.49892599028056334
30.0	0.9380778186745067
31.0	0.9129138859051071
32.0	0.8375322444494099
33.0	0.7809623937294701
34.0	0.7065109206547812
35.0	0.8635412197892375
36.0	0.7898650671925014
37.0	0.7774554130140597
38.0	0.7038768848588226
39.0	0.6793794331381338
40.0	0.7632833505358522
41.0	0.6963150780327666
42.0	0.6632585300789725
43.0	0.6357602921950745
44.0	0.599389512682684
45.0	0.6298243207909368
46.0	0.6144412760970561
47.0	0.600397679276641
48.0	0.5655275124163983
49.0	0.5571728870291037
50.0	0.5638441157320878
51.0	0.6043954846062312
52.0	0.5739233832857242
53.0	0.5789372259687416
54.0	0.5197022279958811
55.0	0.5154976547747979
56.0	0.5124850455823414
57.0	0.5034513729552504
58.0	0.4907601280002223
59.0	0.47834267062247754
60.0	0.5032043054240659
61.0	0.4790407022692366
62.0	0.46201199324438597
63.0	0.46695574225400877
64.0	0.44651662977265616
65.0	0.44888508655163745
66.0	0.4521153408224945
67.0	0.4328549167969281
68.0	0.45115298002184984
69.0	0.4405143818445666
70.0	0.4406203161866222
71.0	0.44017323678065734
72.0	0.4029000223358642
73.0	0.4039023111952811
74.0	0.40845633938083015
75.0	0.4377433678097573
76.0	0.38496979044086693
77.0	0.385776593956701
78.0	0.376967423764974
79.0	0.3751540075390269
80.0	0.37331684391433456
81.0	0.37199989357652236
82.0	0.3672004530838834
83.0	0.3705796099630889
84.0	0.3648495957284387
85.0	0.36595572456473024
86.0	0.3728517597238303
87.0	0.36413247833446616
88.0	0.3620798315567213
89.0	0.36453790689739696
90.0	0.36411619633418846
91.0	0.36790953081796784
92.0	0.36428611015451356
93.0	0.3662093454321261
94.0	0.365995145922249
95.0	0.3704145266947134
96.0	0.37092713946279166
97.0	0.37391890634368935
98.0	0.37480978848751334
99.0	0.3778284443149277
100.0	0.38141740929314705
101.0	0.38537231391661136
102.0	0.38787724223318976
103.0	0.3910508810839941
104.0	0.39479695723086794
105.0	0.3987105825922175
106.0	0.40336919391647963
107.0	0.4080300685063405
108.0	0.4131821392913003
109.0	0.4190980791058848
110.0	0.4241268525858374
111.0	0.4309818449434077
112.0	0.4379485142572393
113.0	0.44460977783557204
114.0	0.4517163304754408
115.0	0.45924999849188813
116.0	0.4676481664068964
117.0	0.47604643566215527
118.0	0.4841461903189622
119.0	0.49299511966904364
120.0	0.5020502764292811
121.0	0.5125262910643726
122.0	0.5230645961735555
123.0	0.5338624336647578
124.0	0.5448766325911852
125.0	0.5561323928951764
126.0	0.569259434708259
127.0	0.5826559740280125
128.0	0.5963522778093098
129.0	0.6098527922262721
130.0	0.6232641272226264
131.0	0.639999287321309
132.0	0.6566466867628933
133.0	0.6735510175200626
134.0	0.6903257003165147
135.0	0.7067589340283055
136.0	0.7281083522015311
137.0	0.7491237866885632
138.0	0.7699705909984453
139.0	0.7902908313657374
140.0	0.809996139091837
141.0	0.8400055546077728
142.0	0.8690382527875492
143.0	0.8969772869818692
144.0	0.9238750501003398
145.0	0.9473951426632817
146.0	1.0003239057360633
147.0	1.046781857341644
148.0	1.088244106169081
149.0	1.1213998324482182
150.0	1.1342909541576924
