#Coverage (X)	Coverage
1.0	92.29828148121867
2.0	92.28082474085097
3.0	92.26532508692515
4.0	92.25021285261502
5.0	92.2346776709854
6.0	92.21815119549342
7.0	92.1994655254152
8.0	92.17723749824988
9.0	92.14920775191968
10.0	92.11250283024344
11.0	92.06353169479763
12.0	91.99779689936182
13.0	91.9103716347762
14.0	91.79636500645633
15.0	91.6511304936787
16.0	91.4707391579622
17.0	91.25292986406777
18.0	90.99675413191765
19.0	90.70356111155584
20.0	90.37547037547421
21.0	90.01481820870995
22.0	89.62499957029048
23.0	89.20794382086345
24.0	88.7644513331824
25.0	88.2942582286125
26.0	87.79259963597599
27.0	87.25160201001292
28.0	86.66015988055398
29.0	86.00329986793537
30.0	85.26307080995146
31.0	84.42037192335336
32.0	83.45175327943168
33.0	82.33470369328751
34.0	81.04770407986665
35.0	79.56902421896777
36.0	77.8818743045321
37.0	75.97251182096412
38.0	73.83474185864928
39.0	71.46615040360862
40.0	68.87061555295406
41.0	66.05970366982537
42.0	63.053075920908256
43.0	59.873636391397625
44.0	56.550486300614295
45.0	53.11781967717214
46.0	49.61239554028549
47.0	46.07048055064565
48.0	42.53197821940655
49.0	39.034467088677694
50.0	35.614452970245466
51.0	32.30316490918226
