#Position (bp)	mapping quality
3877256.5	53.537640562847365
1.16317685E7	56.7989575528727
1.93862805E7	57.46627671221127
2.71407925E7	59.05231653863157
3.48953045E7	59.54201848031745
4.26498165E7	59.43798585999992
5.04043285E7	59.29722666365251
5.81588405E7	59.51598579740432
6.59133525E7	59.42477730825918
7.36678645E7	59.394617712916784
8.14223765E7	59.017128707615434
8.91768885E7	59.36570404399022
9.69314005E7	59.51834603469203
1.046859125E8	57.716398818313536
1.124404245E8	58.120628827261605
1.201949365E8	46.81694010650323
1.279494485E8	0.0
1.357039605E8	0.0
1.434584725E8	37.07311353266054
1.512129845E8	49.43571320647078
1.589674965E8	57.844477623808245
1.667220085E8	59.477768865607125
1.744765205E8	59.28879029807056
1.822310325E8	59.43638910764801
1.899855445E8	59.45131923953653
1.977400565E8	59.2936688661037
2.054945685E8	58.23226908915218
2.132490805E8	59.512863399179764
2.210035925E8	58.49731144833478
2.287581045E8	58.396547559628964
2.365126165E8	59.28243245766416
2.442671285E8	58.904750007059995
2.48697503E8	52.252992188299544
2.52574759E8	58.9539299235339
2.597761525E8	59.53720648541375
2.675306645E8	59.38254188401339
2.752851765E8	59.626671872903664
2.830396885E8	52.64137569484544
2.907942005E8	59.479448494949814
2.985487125E8	59.698061005881996
3.063032245E8	59.465838014189885
3.140577365E8	59.5664421578051
3.218122485E8	59.30047382552525
3.295667605E8	59.35775563639392
3.373212725E8	36.81464759829422
3.450757845E8	28.821579154951777
3.528302965E8	59.09036357419083
3.605848085E8	49.83716363851326
3.683393205E8	59.313820474865956
3.760938325E8	59.324180084104434
3.838483445E8	55.42963488468334
3.916028565E8	59.61025826382971
3.993573685E8	59.35751829399857
4.071118805E8	59.27669213534635
4.148663925E8	59.365382343741864
4.226209045E8	59.39319949446472
4.303754165E8	59.39953557638633
4.381299285E8	59.53519377456574
4.458844405E8	59.32899512198124
4.536389525E8	59.55212110178392
4.613934645E8	59.427376497205636
4.691479765E8	59.617674815474665
4.769024885E8	59.57577209124922
4.846570005E8	59.34103037788617
4.904921255E8	58.13284206243918
4.943693815E8	59.27862465208678
5.001660245E8	59.452630988844334
5.079205365E8	59.481196844223646
5.156750485E8	59.33605166435182
5.234295605E8	59.53901951250152
5.311840725E8	59.34391667424934
5.389385845E8	59.48855086372358
5.466930965E8	59.46630547872918
5.544476085E8	59.43098642517394
5.622021205E8	59.66641208517284
5.699566325E8	57.29897841251361
5.777111445E8	59.586047908988434
5.854656565E8	56.558174223368155
5.932201685E8	59.455189327561165
6.009746805E8	59.28760955849148
6.087291925E8	59.45991240428668
6.164837045E8	59.33434896129112
6.242382165E8	59.143352501848184
6.319927285E8	59.38432652041164
6.397472405E8	59.597243749008555
6.475017525E8	59.32362321381013
6.552562645E8	59.46594608699419
6.630107765E8	59.580597029745384
6.707652885E8	59.49420762758504
6.785198005E8	59.47421982760685
6.862743125E8	57.713409687389124
6.903119965E8	39.22617527188993
6.941892525E8	58.297223612221586
7.017833365E8	57.18405497843707
7.095378485E8	59.357339844819485
7.172923605E8	59.620835584057865
7.250468725E8	59.64326754289493
7.328013845E8	59.552669111905196
7.405558965E8	25.657307975970852
7.483104085E8	59.27238296741635
7.560649205E8	56.893955437214736
7.638194325E8	59.02934093978074
7.715739445E8	59.326687747428394
7.793284565E8	59.32510163440243
7.870829685E8	59.32453694578083
7.948374805E8	59.32416702025477
8.025919925E8	59.446167134657
8.103465045E8	58.913738868409055
8.181010165E8	59.40712668223619
8.258555285E8	59.130457832470945
8.336100405E8	59.22271864849439
8.413645525E8	59.39369927501761
8.491190645E8	59.50289782177316
8.568735765E8	58.86099031909303
8.646280885E8	59.41929983764893
8.723826005E8	59.532064229539365
8.789432785E8	56.266545251451134
8.828205345E8	55.82312323691135
8.878916245E8	59.446300070633015
8.956461365E8	58.06674971148174
9.034006485E8	58.67170349653459
9.111551605E8	59.43044131006686
9.189096725E8	58.73373627854151
9.266641845E8	57.475450217859105
9.344186965E8	55.94824209209008
9.421732085E8	59.33781852820795
9.499277205E8	48.37694789462561
9.576822325E8	59.39947677093892
9.654367445E8	59.353996857919256
9.731912565E8	59.50559159238926
9.809457685E8	58.77208948129484
9.887002805E8	59.364348239645295
9.964547925E8	59.5984752104983
1.0042093045E9	59.310696301182375
1.0119638165E9	59.45633242412178
1.0197183285E9	59.53506205300249
1.0274728405E9	59.42093559410538
1.0352273525E9	59.31293649618307
1.0429818645E9	59.597267276438245
1.0507363765E9	59.52927927135565
1.0584908885E9	56.83736689427083
1.0624550525E9	4.074920763570554
1.0663323085E9	58.78400744162594
1.0739999125E9	59.65824169788461
1.0817544245E9	59.572053292970836
1.0895089365E9	58.64820100929162
1.0972634485E9	59.11723082419628
1.1050179605E9	59.51109461868089
1.1127724725E9	59.49779538374784
1.1205269845E9	57.831096284989485
1.1282814965E9	58.163285513002506
1.1360360085E9	59.3479245996208
1.1437905205E9	59.011956070301075
1.1515450325E9	59.3709948581089
1.1592995445E9	59.45423870705823
1.1670540565E9	59.410889293467235
1.1748085685E9	59.41212329190949
1.1825630805E9	59.42494712489968
1.1903175925E9	59.518708658990725
1.1980721045E9	59.54219963585046
1.2058266165E9	59.57279617495051
1.2135811285E9	59.64844335979559
1.2213356405E9	58.460962742239936
1.2290901525E9	59.09316256946772
1.233312218E9	48.92660149280982
1.237189474E9	57.85960286695783
1.2445991765E9	59.44267100616447
1.2523536885E9	59.58342303633641
1.2601082005E9	59.41320418159715
1.2678627125E9	58.99118757860115
1.2756172245E9	59.3911723442603
1.2833717365E9	59.383482041726346
1.2911262485E9	46.59262397459608
1.2988807605E9	49.263528223631425
1.3066352725E9	51.76590014855876
1.3143897845E9	59.596120618895526
1.3221442965E9	59.358289291370184
1.3298988085E9	59.31541621731135
1.3376533205E9	56.886979213435076
1.3454078325E9	59.26736543158587
1.3531623445E9	59.49820918742394
1.3609168565E9	59.47147893280747
1.3686713685E9	59.57858099592471
1.3764258805E9	55.617758478228815
1.3841803925E9	58.27701146979178
1.3904266695E9	58.649690086676436
1.3943039255E9	55.926729662953925
1.3996894165E9	53.65705227548675
1.4074439285E9	57.13625007104752
1.4151984405E9	59.473690931893195
1.4229529525E9	59.58300694523088
1.4307074645E9	59.55566492807595
