#Read position (bp)	Clipping profile
0.0	11.139304262511747
1.0	1.1009280248066353
2.0	1.0665052564052324
3.0	1.0114862005639862
4.0	0.9651135962363135
5.0	0.9127785849124078
6.0	0.8897913670369267
7.0	0.8638211960093113
8.0	0.8370555156215734
9.0	0.8089066302585515
10.0	0.7798241821893522
11.0	0.7611477355442081
12.0	0.7418969132306188
13.0	0.7220606905469232
14.0	0.7022535535095893
15.0	0.6822021421951805
16.0	0.6665419109419941
17.0	0.6500788330699009
18.0	0.6343457183794542
19.0	0.6188806958369062
20.0	0.6032242272805325
21.0	0.5907177379878049
22.0	0.5780466307095257
23.0	0.5656649876970407
24.0	0.5537384804910092
25.0	0.5418270616991961
26.0	0.531808881435617
27.0	0.5216026039583753
28.0	0.5115901806209194
29.0	0.5020870382970506
30.0	0.9238234922552444
31.0	0.900171782122656
32.0	0.824100023718197
33.0	0.7718808282021835
34.0	0.7020264747569481
35.0	0.8571060991426835
36.0	0.7810477359388773
37.0	0.7721907239116702
38.0	0.698498795987252
39.0	0.6768542212154152
40.0	0.7601003136324813
41.0	0.6967291996762806
42.0	0.667525517515779
43.0	0.6373170824254057
44.0	0.6005310394099375
45.0	0.6319371785227332
46.0	0.6147164063934842
47.0	0.6018197254412888
48.0	0.5689350346159772
49.0	0.5613295708025811
50.0	0.5703512760692763
51.0	0.6076338069291687
52.0	0.5754888999241846
53.0	0.5856141665390507
54.0	0.5277589403483303
55.0	0.5253209762025346
56.0	0.5204464777357323
57.0	0.5112165448274271
58.0	0.49720362223880227
59.0	0.4870046443933771
60.0	0.5101427464110438
61.0	0.4860561061538858
62.0	0.47164396143344284
63.0	0.4760535787090471
64.0	0.45628790659058804
65.0	0.45923639343991884
66.0	0.46091850704999704
67.0	0.44379255488042585
68.0	0.4603165131869472
69.0	0.4504144873739734
70.0	0.4486166332099393
71.0	0.44603166049967496
72.0	0.41303359961939934
73.0	0.413494755740753
74.0	0.41755447983975247
75.0	0.4465414306638476
76.0	0.39576157955956254
77.0	0.39697678012216364
78.0	0.38778955382268177
79.0	0.38711117721433597
80.0	0.38461993328167376
81.0	0.38484539407468543
82.0	0.3814470768214069
83.0	0.38429912575143044
84.0	0.37866508930603415
85.0	0.37981338911930707
86.0	0.38558529077591747
87.0	0.3782329435771057
88.0	0.3763833523318982
89.0	0.37787503585629
90.0	0.3783299835279029
91.0	0.38115670950837766
92.0	0.3779667327776134
93.0	0.38036040998192455
94.0	0.37950853542354923
95.0	0.3842726739928378
96.0	0.38372584126506093
97.0	0.3868879740394118
98.0	0.3876312571677752
99.0	0.3902943434638693
100.0	0.3934714141445663
101.0	0.39683812474461894
102.0	0.39940676735071656
103.0	0.40203418328102725
104.0	0.4056155181072712
105.0	0.4091442504320749
106.0	0.41350337231645395
107.0	0.4178119988096076
108.0	0.42251296169941244
109.0	0.4280689598129152
110.0	0.43272826964900435
111.0	0.43901321501601437
112.0	0.44537134483602964
113.0	0.4516043273600575
114.0	0.45824176216447304
115.0	0.4651736279944754
116.0	0.4731526899743958
117.0	0.48102447746818866
118.0	0.4886525550894286
119.0	0.4967783622450409
120.0	0.5052735533467473
121.0	0.5152632876224231
122.0	0.5251180539634306
123.0	0.5353367483401537
124.0	0.5458495350997508
125.0	0.5563199915202058
126.0	0.5687041179125872
127.0	0.5812524107669028
128.0	0.5940234928994933
129.0	0.607142248217569
130.0	0.6201071468629771
131.0	0.6363021702141399
132.0	0.6523877367150239
133.0	0.6687667183133553
134.0	0.6856190095437452
135.0	0.7016461037361612
136.0	0.7220944419373324
137.0	0.7423747380988523
138.0	0.7626466434464801
139.0	0.7821601019975899
140.0	0.8012270413179469
141.0	0.8304218058870025
142.0	0.8589071892259764
143.0	0.8860071099715785
144.0	0.9121575894304543
145.0	0.9351443557823179
146.0	0.9871564900927334
147.0	1.0334692299141173
148.0	1.088254848045109
149.0	1.1219262811469697
150.0	1.1352046876908046
