#Insert size (bp)	insert size
0.0	1.5402735E7
2.0	6414.0
3.0	6205.0
4.0	6295.0
5.0	6994.0
6.0	6468.0
7.0	6382.0
8.0	6415.0
9.0	6427.0
10.0	6435.0
11.0	6215.0
12.0	6173.0
13.0	6391.0
14.0	6228.0
15.0	6227.0
16.0	6127.0
17.0	6258.0
18.0	5994.0
19.0	6065.0
20.0	5893.0
21.0	5744.0
22.0	5670.0
23.0	5864.0
24.0	5661.0
25.0	5659.0
26.0	5742.0
27.0	5972.0
28.0	6057.0
29.0	5848.0
30.0	6256.0
31.0	6537.0
32.0	6316.0
33.0	6428.0
34.0	6745.0
35.0	7259.0
36.0	7577.0
37.0	8945.0
38.0	10809.0
39.0	12268.0
40.0	13892.0
41.0	14908.0
42.0	15807.0
43.0	17166.0
44.0	17073.0
45.0	16679.0
46.0	17884.0
47.0	18167.0
48.0	17902.0
49.0	18611.0
50.0	18591.0
51.0	19750.0
52.0	19253.0
53.0	19804.0
54.0	21098.0
55.0	20814.0
56.0	23377.0
57.0	23140.0
58.0	24453.0
59.0	25243.0
60.0	24705.0
61.0	25579.0
62.0	24408.0
63.0	26049.0
64.0	26356.0
65.0	29491.0
66.0	31395.0
67.0	26644.0
68.0	26936.0
69.0	29564.0
70.0	35345.0
71.0	26193.0
72.0	25114.0
73.0	26656.0
74.0	28832.0
75.0	26187.0
76.0	26183.0
77.0	28679.0
78.0	28022.0
79.0	28500.0
80.0	28039.0
81.0	38903.0
82.0	30841.0
83.0	29509.0
84.0	30914.0
85.0	30249.0
86.0	31444.0
87.0	28956.0
88.0	35193.0
89.0	31852.0
90.0	31702.0
91.0	31794.0
92.0	32394.0
93.0	32506.0
94.0	33885.0
95.0	35251.0
96.0	35389.0
97.0	39237.0
98.0	36293.0
99.0	41422.0
100.0	39057.0
101.0	37315.0
102.0	38491.0
103.0	48384.0
104.0	44907.0
105.0	46212.0
106.0	56477.0
107.0	45722.0
108.0	45975.0
109.0	46748.0
110.0	56616.0
111.0	43110.0
112.0	43436.0
113.0	43213.0
114.0	46766.0
115.0	43251.0
116.0	45151.0
117.0	39522.0
118.0	41734.0
119.0	42296.0
120.0	45456.0
121.0	46197.0
122.0	42847.0
123.0	45254.0
124.0	44144.0
125.0	41863.0
126.0	41145.0
127.0	40819.0
128.0	43277.0
129.0	44004.0
130.0	43996.0
131.0	44972.0
132.0	46745.0
133.0	48683.0
134.0	50003.0
135.0	55610.0
136.0	49960.0
137.0	51354.0
138.0	54416.0
139.0	61300.0
140.0	55748.0
141.0	55044.0
142.0	58035.0
143.0	57368.0
144.0	58615.0
145.0	60512.0
146.0	62381.0
147.0	61589.0
148.0	64072.0
149.0	73686.0
150.0	73842.0
151.0	66681.0
152.0	62872.0
153.0	67783.0
154.0	78110.0
155.0	67590.0
156.0	62503.0
157.0	66154.0
158.0	64173.0
159.0	66966.0
160.0	66528.0
161.0	66299.0
162.0	68003.0
163.0	69827.0
164.0	70256.0
165.0	70797.0
166.0	72476.0
167.0	75456.0
168.0	75524.0
169.0	76421.0
170.0	77922.0
171.0	80549.0
172.0	80554.0
173.0	83166.0
174.0	86621.0
175.0	87697.0
176.0	95442.0
177.0	90487.0
178.0	91525.0
179.0	94990.0
180.0	96443.0
181.0	98209.0
182.0	102692.0
183.0	101841.0
184.0	104853.0
185.0	108847.0
186.0	109546.0
187.0	111932.0
188.0	115926.0
189.0	118090.0
190.0	120958.0
191.0	124830.0
192.0	128771.0
193.0	131216.0
194.0	133940.0
195.0	138822.0
196.0	147991.0
197.0	145955.0
198.0	152553.0
199.0	154102.0
200.0	155931.0
201.0	159674.0
202.0	162885.0
203.0	165541.0
204.0	169368.0
205.0	176559.0
206.0	178455.0
207.0	181737.0
208.0	187470.0
209.0	192249.0
210.0	195298.0
211.0	199992.0
212.0	205750.0
213.0	211384.0
214.0	215758.0
215.0	220858.0
216.0	227190.0
217.0	233374.0
218.0	240700.0
219.0	246007.0
220.0	255383.0
221.0	259144.0
222.0	264833.0
223.0	270622.0
224.0	278795.0
225.0	283155.0
226.0	291275.0
227.0	299041.0
228.0	307440.0
229.0	316852.0
230.0	323833.0
231.0	331257.0
232.0	340381.0
233.0	348537.0
234.0	357025.0
235.0	365531.0
236.0	376910.0
237.0	389107.0
238.0	397415.0
239.0	406477.0
240.0	415555.0
241.0	428724.0
242.0	437049.0
243.0	448048.0
244.0	455942.0
245.0	463771.0
246.0	475868.0
247.0	487087.0
248.0	501854.0
249.0	512598.0
250.0	525547.0
251.0	535636.0
252.0	554946.0
253.0	563457.0
254.0	574619.0
255.0	587717.0
256.0	601691.0
257.0	615433.0
258.0	630866.0
259.0	649314.0
260.0	661866.0
261.0	679043.0
262.0	694611.0
263.0	710498.0
264.0	728255.0
265.0	741752.0
266.0	759643.0
267.0	797828.0
268.0	789876.0
269.0	809779.0
270.0	828725.0
271.0	848386.0
272.0	865291.0
273.0	883033.0
274.0	899875.0
275.0	915908.0
276.0	931987.0
277.0	954745.0
278.0	969373.0
279.0	991768.0
280.0	1011104.0
281.0	1034512.0
282.0	1054681.0
283.0	1086030.0
284.0	1098675.0
285.0	1114759.0
286.0	1133777.0
287.0	1154623.0
288.0	1182292.0
289.0	1201729.0
290.0	1223111.0
291.0	1250384.0
292.0	1272235.0
293.0	1294976.0
294.0	1316387.0
295.0	1338363.0
296.0	1362235.0
297.0	1379391.0
298.0	1411812.0
299.0	1430055.0
300.0	1453225.0
301.0	1482015.0
302.0	1504145.0
303.0	1528986.0
304.0	1553063.0
305.0	1573115.0
306.0	1593497.0
307.0	1614060.0
308.0	1637531.0
309.0	1664789.0
310.0	1690225.0
311.0	1717319.0
312.0	1738258.0
313.0	1761752.0
314.0	1785928.0
315.0	1803851.0
316.0	1826859.0
317.0	1846392.0
318.0	1861623.0
319.0	1887017.0
320.0	1911023.0
321.0	1933595.0
322.0	1955635.0
323.0	1977997.0
324.0	2008423.0
325.0	2018042.0
326.0	2035271.0
327.0	2049426.0
328.0	2067056.0
329.0	2082196.0
330.0	2100430.0
331.0	2118435.0
332.0	2139215.0
333.0	2161514.0
334.0	2179504.0
335.0	2192217.0
336.0	2201553.0
337.0	2213709.0
338.0	2224012.0
339.0	2236531.0
340.0	2246469.0
341.0	2262712.0
342.0	2274636.0
343.0	2293874.0
344.0	2303879.0
345.0	2315783.0
346.0	2326114.0
347.0	2327650.0
348.0	2329348.0
349.0	2331660.0
350.0	2341294.0
351.0	2348284.0
352.0	2360352.0
353.0	2359205.0
354.0	2368813.0
355.0	2374932.0
356.0	2376896.0
357.0	2375990.0
358.0	2373429.0
359.0	2368005.0
360.0	2367290.0
361.0	2364739.0
362.0	2368210.0
363.0	2370492.0
364.0	2367579.0
365.0	2368044.0
366.0	2366177.0
367.0	2361801.0
368.0	2353256.0
369.0	2345602.0
370.0	2334507.0
371.0	2327514.0
372.0	2321893.0
373.0	2334754.0
374.0	2309322.0
375.0	2308008.0
376.0	2301978.0
377.0	2287155.0
378.0	2273003.0
379.0	2260575.0
380.0	2249565.0
381.0	2236062.0
382.0	2222715.0
383.0	2213227.0
384.0	2204567.0
385.0	2194719.0
386.0	2186821.0
387.0	2173935.0
388.0	2154716.0
389.0	2143438.0
390.0	2124223.0
391.0	2108379.0
392.0	2091586.0
393.0	2081446.0
394.0	2079287.0
395.0	2050060.0
396.0	2037899.0
397.0	2023746.0
398.0	2004504.0
399.0	1988807.0
400.0	1967585.0
401.0	1950248.0
402.0	1933155.0
403.0	1908927.0
404.0	1897572.0
405.0	1883359.0
406.0	1868093.0
407.0	1851910.0
408.0	1835217.0
409.0	1816362.0
410.0	1795849.0
411.0	1773591.0
412.0	1755504.0
413.0	1733448.0
414.0	1715006.0
415.0	1699654.0
416.0	1680479.0
417.0	1667282.0
418.0	1647172.0
419.0	1631236.0
420.0	1607558.0
421.0	1586815.0
422.0	1568279.0
423.0	1547400.0
424.0	1527945.0
425.0	1510104.0
426.0	1493294.0
427.0	1477924.0
428.0	1461836.0
429.0	1443368.0
430.0	1424436.0
431.0	1404608.0
432.0	1383497.0
433.0	1365640.0
434.0	1347193.0
435.0	1333501.0
436.0	1311190.0
437.0	1311404.0
438.0	1279687.0
439.0	1265906.0
440.0	1252330.0
441.0	1228135.0
442.0	1207526.0
443.0	1186556.0
444.0	1168462.0
445.0	1160219.0
446.0	1137277.0
447.0	1120030.0
448.0	1103967.0
449.0	1089320.0
450.0	1073033.0
451.0	1053576.0
452.0	1038507.0
453.0	1019742.0
454.0	1005824.0
455.0	987174.0
456.0	965581.0
457.0	952073.0
458.0	939395.0
459.0	924922.0
460.0	909015.0
461.0	896391.0
462.0	880198.0
463.0	863567.0
464.0	849381.0
465.0	833510.0
466.0	819891.0
467.0	806775.0
468.0	792605.0
469.0	780523.0
470.0	767582.0
471.0	753531.0
472.0	739702.0
473.0	726180.0
474.0	711738.0
475.0	697538.0
476.0	701477.0
477.0	673268.0
478.0	666698.0
479.0	651413.0
480.0	640436.0
481.0	626237.0
482.0	614157.0
483.0	602285.0
484.0	590332.0
485.0	581619.0
486.0	566533.0
487.0	556850.0
488.0	547198.0
489.0	534610.0
490.0	525386.0
491.0	515663.0
492.0	506820.0
493.0	496798.0
494.0	485126.0
495.0	474556.0
496.0	465901.0
497.0	453342.0
498.0	444208.0
499.0	436668.0
500.0	430011.0
501.0	418056.0
502.0	411558.0
503.0	401733.0
504.0	393943.0
505.0	384737.0
506.0	375155.0
507.0	366175.0
508.0	359112.0
509.0	351979.0
510.0	345161.0
511.0	338012.0
512.0	332998.0
513.0	323915.0
514.0	317103.0
515.0	308853.0
516.0	301844.0
517.0	294773.0
518.0	288732.0
519.0	281213.0
520.0	275570.0
521.0	269767.0
522.0	264008.0
523.0	258187.0
524.0	252735.0
525.0	246989.0
526.0	243399.0
527.0	234922.0
528.0	230766.0
529.0	224582.0
530.0	219722.0
531.0	213895.0
532.0	209127.0
533.0	205493.0
534.0	200100.0
535.0	197289.0
536.0	191211.0
537.0	186447.0
538.0	181309.0
539.0	177251.0
540.0	172434.0
541.0	168464.0
542.0	164303.0
543.0	159852.0
544.0	156836.0
545.0	152932.0
546.0	149139.0
547.0	147167.0
548.0	141500.0
549.0	138285.0
550.0	134618.0
551.0	131018.0
552.0	127969.0
553.0	125761.0
554.0	122999.0
555.0	121642.0
556.0	116968.0
557.0	113407.0
558.0	111028.0
559.0	108199.0
560.0	105704.0
561.0	103002.0
562.0	100102.0
563.0	97760.0
564.0	95461.0
565.0	92682.0
566.0	91245.0
567.0	88609.0
568.0	85949.0
569.0	84458.0
570.0	82401.0
571.0	79036.0
572.0	78002.0
573.0	75228.0
574.0	73458.0
575.0	78664.0
576.0	69291.0
577.0	68704.0
578.0	66534.0
579.0	65182.0
580.0	62744.0
581.0	61714.0
582.0	60126.0
583.0	58201.0
584.0	57563.0
585.0	55876.0
586.0	54133.0
587.0	53367.0
588.0	51641.0
589.0	50727.0
590.0	49981.0
591.0	48357.0
592.0	46395.0
593.0	46002.0
594.0	44840.0
595.0	43524.0
596.0	42613.0
597.0	41115.0
598.0	40273.0
599.0	39342.0
600.0	38525.0
601.0	38074.0
602.0	36835.0
603.0	36104.0
604.0	35067.0
605.0	34067.0
606.0	33286.0
607.0	32705.0
608.0	31742.0
609.0	32410.0
610.0	29794.0
611.0	30064.0
612.0	28480.0
613.0	28107.0
614.0	27018.0
615.0	26825.0
616.0	26024.0
617.0	25469.0
618.0	25171.0
619.0	24592.0
620.0	23910.0
621.0	23267.0
622.0	22727.0
623.0	22536.0
624.0	21406.0
625.0	20936.0
626.0	20382.0
627.0	19910.0
628.0	19896.0
629.0	19188.0
630.0	18842.0
631.0	18434.0
632.0	17657.0
633.0	18089.0
634.0	16975.0
635.0	16799.0
636.0	16800.0
637.0	16084.0
638.0	15635.0
639.0	15382.0
640.0	15054.0
641.0	14659.0
642.0	14195.0
643.0	13879.0
644.0	13670.0
645.0	13670.0
646.0	13701.0
647.0	12968.0
648.0	12734.0
649.0	12672.0
650.0	12174.0
651.0	12067.0
652.0	11941.0
653.0	11713.0
654.0	11852.0
655.0	11504.0
656.0	10957.0
657.0	10737.0
658.0	10657.0
659.0	10447.0
660.0	10166.0
661.0	10984.0
662.0	10208.0
663.0	10472.0
664.0	9783.0
665.0	10629.0
666.0	9441.0
667.0	9481.0
668.0	9126.0
669.0	9523.0
670.0	8488.0
671.0	8168.0
672.0	8098.0
673.0	8056.0
674.0	7552.0
675.0	7580.0
676.0	7352.0
677.0	7393.0
678.0	7397.0
679.0	7314.0
680.0	6938.0
681.0	6961.0
682.0	6818.0
683.0	6947.0
684.0	7045.0
685.0	6640.0
686.0	6139.0
687.0	6225.0
688.0	6276.0
689.0	5908.0
690.0	5844.0
691.0	5363.0
692.0	4987.0
693.0	5108.0
694.0	5057.0
695.0	4665.0
696.0	4432.0
697.0	4459.0
698.0	4623.0
699.0	4139.0
700.0	3830.0
701.0	3917.0
702.0	4502.0
703.0	3472.0
704.0	3128.0
705.0	2922.0
706.0	2854.0
707.0	2721.0
708.0	2765.0
709.0	2467.0
710.0	2346.0
711.0	2289.0
712.0	2322.0
713.0	2188.0
714.0	2192.0
715.0	2135.0
716.0	2003.0
717.0	2068.0
718.0	1972.0
719.0	1971.0
720.0	1923.0
721.0	1784.0
722.0	1861.0
723.0	1776.0
724.0	1738.0
725.0	1746.0
726.0	1637.0
727.0	1670.0
728.0	1599.0
729.0	1635.0
730.0	1571.0
731.0	1489.0
732.0	1506.0
733.0	1420.0
734.0	1535.0
735.0	1432.0
736.0	1505.0
737.0	1432.0
738.0	1308.0
739.0	1352.0
740.0	1268.0
741.0	1268.0
742.0	1295.0
743.0	1267.0
744.0	1238.0
745.0	1217.0
746.0	1185.0
747.0	1160.0
748.0	1139.0
749.0	1180.0
750.0	1056.0
751.0	1036.0
752.0	1067.0
753.0	1010.0
754.0	1060.0
755.0	1091.0
756.0	1013.0
757.0	1053.0
758.0	938.0
759.0	936.0
760.0	985.0
761.0	944.0
762.0	870.0
763.0	866.0
764.0	886.0
765.0	854.0
766.0	863.0
767.0	785.0
768.0	820.0
769.0	818.0
770.0	798.0
771.0	784.0
772.0	781.0
773.0	746.0
774.0	712.0
775.0	713.0
776.0	703.0
777.0	879.0
778.0	751.0
779.0	742.0
780.0	698.0
781.0	705.0
782.0	729.0
783.0	641.0
784.0	618.0
785.0	603.0
786.0	662.0
787.0	646.0
788.0	710.0
789.0	640.0
790.0	593.0
791.0	611.0
792.0	608.0
793.0	616.0
794.0	538.0
795.0	585.0
796.0	582.0
797.0	582.0
798.0	555.0
799.0	530.0
800.0	544.0
801.0	548.0
802.0	518.0
803.0	508.0
804.0	492.0
805.0	483.0
806.0	460.0
807.0	468.0
808.0	470.0
809.0	514.0
810.0	552.0
811.0	519.0
812.0	459.0
813.0	490.0
814.0	530.0
815.0	459.0
816.0	465.0
817.0	432.0
818.0	427.0
819.0	466.0
820.0	469.0
821.0	479.0
822.0	454.0
823.0	464.0
824.0	450.0
825.0	442.0
826.0	463.0
827.0	460.0
828.0	403.0
