#Position (bp)	insert size	chromosomes
3877256.5	20593.879591859306	0.0
1.16317685E7	31539.83828702008	830.0
1.93862805E7	19829.247685332895	0.0
2.71407925E7	19545.818836474038	0.0
3.48953045E7	15769.421005717712	830.0
4.26498165E7	19335.986721406476	0.0
5.04043285E7	8731.670975957859	0.0
5.81588405E7	9278.157657913176	830.0
6.59133525E7	10060.724869228741	0.0
7.36678645E7	7263.57832124725	0.0
8.14223765E7	5288.849771447116	830.0
8.91768885E7	6504.692725218236	0.0
9.69314005E7	6000.549932662731	0.0
1.046859125E8	2954.706238558186	830.0
1.124404245E8	5193.131646637082	0.0
1.201949365E8	2005.3055103153977	0.0
1.279494485E8	0.0	830.0
1.357039605E8	0.0	0.0
1.434584725E8	2833.3334059244376	0.0
1.512129845E8	3904.4447583337615	830.0
1.589674965E8	3300.4306874479885	0.0
1.667220085E8	1872.4270717842771	0.0
1.744765205E8	1908.5278209699795	830.0
1.822310325E8	1472.2870925116392	0.0
1.899855445E8	1506.407011430246	0.0
1.977400565E8	1588.2544608828787	830.0
2.054945685E8	1282.9717895923438	0.0
2.132490805E8	819.6872436610882	0.0
2.210035925E8	761.509367504197	830.0
2.287581045E8	535.5930962888561	0.0
2.365126165E8	425.96224420862654	0.0
2.442671285E8	371.50851603873974	830.0
2.48697503E8	374.44822411205604	0.0
2.52574759E8	19836.323563118487	0.0
2.597761525E8	14765.090045434772	830.0
2.675306645E8	12304.986212526306	0.0
2.752851765E8	14397.91448637833	0.0
2.830396885E8	982610.735387641	830.0
2.907942005E8	14812.676878416552	0.0
2.985487125E8	13846.237042660088	0.0
3.063032245E8	8928.835497002969	830.0
3.140577365E8	9984.079138063147	0.0
3.218122485E8	9264.332435424794	0.0
3.295667605E8	4426.841805366676	830.0
3.373212725E8	9049.432932001328	0.0
3.450757845E8	2450.7766241560726	0.0
3.528302965E8	4213.606367351825	830.0
3.605848085E8	7211.528379700597	0.0
3.683393205E8	4057.840003361062	0.0
3.760938325E8	3790.8515701289593	830.0
3.838483445E8	2609.7594408093078	0.0
3.916028565E8	3340.571095106774	0.0
3.993573685E8	2715.553029961628	830.0
4.071118805E8	4060.5817565820184	0.0
4.148663925E8	1660.8107798748326	0.0
4.226209045E8	1983.7831687399107	830.0
4.303754165E8	1204.349378299327	0.0
4.381299285E8	1146.083439374956	0.0
4.458844405E8	842.8817406594991	830.0
4.536389525E8	926.064404545013	0.0
4.613934645E8	632.2106384595337	0.0
4.691479765E8	820.8909768211246	830.0
4.769024885E8	436.71086176442793	0.0
4.846570005E8	386.99225640789444	0.0
4.904921255E8	392.7804973277759	830.0
4.943693815E8	7902.427003581239	0.0
5.001660245E8	7328.02276113916	0.0
5.079205365E8	7387.796861721284	830.0
5.156750485E8	6898.922738305668	0.0
5.234295605E8	10258.071072686711	0.0
5.311840725E8	7283.732365273555	830.0
5.389385845E8	7805.380311290791	0.0
5.466930965E8	7410.680884278057	0.0
5.544476085E8	4923.4402497858955	830.0
5.622021205E8	6462.849502646403	0.0
5.699566325E8	3771.265161995407	0.0
5.777111445E8	4529.737014560166	830.0
5.854656565E8	3481.485642715702	0.0
5.932201685E8	2208.69845500354	0.0
6.009746805E8	2651.1833439061397	830.0
6.087291925E8	1619.929675067644	0.0
6.164837045E8	1866.6789179880461	0.0
6.242382165E8	2080.7055432850293	830.0
6.319927285E8	1169.8065421602832	0.0
6.397472405E8	723.1976298562865	0.0
6.475017525E8	1131.8721554309939	830.0
6.552562645E8	740.498416810469	0.0
6.630107765E8	629.3932774221884	0.0
6.707652885E8	496.82367377327563	830.0
6.785198005E8	441.9081147946961	0.0
6.862743125E8	375.3138097175326	0.0
6.903119965E8	366.18749102545695	830.0
6.941892525E8	12838.136166856728	0.0
7.017833365E8	8900.53908487387	0.0
7.095378485E8	12502.536709840153	830.0
7.172923605E8	8747.131232574671	0.0
7.250468725E8	5282.036906461181	0.0
7.328013845E8	5860.988093425202	830.0
7.405558965E8	3716.2784238047807	0.0
7.483104085E8	4974.216304001551	0.0
7.560649205E8	3213.881571521488	830.0
7.638194325E8	3832.017718641571	0.0
7.715739445E8	4314.680581867987	0.0
7.793284565E8	2356.9482827267343	830.0
7.870829685E8	2809.4290558974103	0.0
7.948374805E8	2563.9071045101555	0.0
8.025919925E8	1882.3083640844427	830.0
8.103465045E8	1547.655484829554	0.0
8.181010165E8	1576.5379980652483	0.0
