#Position (bp)	insert size	chromosomes
3877256.5	22068.513013506796	0.0
1.16317685E7	32869.30369690081	820.0
1.93862805E7	22827.196437732986	0.0
2.71407925E7	18466.26338875023	0.0
3.48953045E7	15096.5610279828	820.0
4.26498165E7	15374.455751766285	0.0
5.04043285E7	9267.747773696921	0.0
5.81588405E7	7766.238276370101	820.0
6.59133525E7	7020.508431100725	0.0
7.36678645E7	8761.30026397461	0.0
8.14223765E7	4739.282612335807	820.0
8.91768885E7	5085.166993615661	0.0
9.69314005E7	5552.157129203009	0.0
1.046859125E8	2894.4826446560314	820.0
1.124404245E8	5654.776730912046	0.0
1.201949365E8	1874.9761696508376	0.0
1.279494485E8	0.0	820.0
1.357039605E8	0.0	0.0
1.434584725E8	1978.6030011918442	0.0
1.512129845E8	3529.940124787578	820.0
1.589674965E8	2466.8421471703145	0.0
1.667220085E8	2130.9854109342145	0.0
1.744765205E8	1796.0438657724815	820.0
1.822310325E8	1300.1829783435096	0.0
1.899855445E8	1275.5180468117787	0.0
1.977400565E8	1628.0778837572557	820.0
2.054945685E8	1043.1537234771256	0.0
2.132490805E8	625.1980430645011	0.0
2.210035925E8	567.4070448439777	820.0
2.287581045E8	517.7435043832658	0.0
2.365126165E8	427.6790701574463	0.0
2.442671285E8	372.74619170017627	820.0
2.48697503E8	389.71697794251156	0.0
2.52574759E8	19740.626044415967	0.0
2.597761525E8	14566.38174406384	820.0
2.675306645E8	10420.83630445268	0.0
2.752851765E8	12245.607270412564	0.0
2.830396885E8	966071.46830259	820.0
2.907942005E8	12540.447291742586	0.0
2.985487125E8	13600.398741155526	0.0
3.063032245E8	6641.719519555111	820.0
3.140577365E8	10628.075790295026	0.0
3.218122485E8	9622.939907708243	0.0
3.295667605E8	5189.244591953918	820.0
3.373212725E8	7432.564767853557	0.0
3.450757845E8	2417.041604114009	0.0
3.528302965E8	4665.950605608276	820.0
3.605848085E8	5298.910839983846	0.0
3.683393205E8	4630.586833672506	0.0
3.760938325E8	4161.308616311066	820.0
3.838483445E8	2745.84540836621	0.0
3.916028565E8	3370.134803827414	0.0
3.993573685E8	2621.559071131745	820.0
4.071118805E8	3766.750212334713	0.0
4.148663925E8	1597.8099777272937	0.0
4.226209045E8	1743.5438975592076	820.0
4.303754165E8	948.1792389470534	0.0
4.381299285E8	1212.902057649695	0.0
4.458844405E8	735.0138655669792	820.0
4.536389525E8	1098.1679239769499	0.0
4.613934645E8	756.310665673641	0.0
4.691479765E8	884.8075574061961	820.0
4.769024885E8	412.7644960512367	0.0
4.846570005E8	395.4890615922977	0.0
4.904921255E8	382.09464963210655	820.0
4.943693815E8	4988.533824066492	0.0
5.001660245E8	8988.132128313016	0.0
5.079205365E8	9680.608046416513	820.0
5.156750485E8	6547.667688032463	0.0
5.234295605E8	10386.193921745642	0.0
5.311840725E8	6784.651107100221	820.0
5.389385845E8	8373.461959868016	0.0
5.466930965E8	5200.3394642942985	0.0
5.544476085E8	5787.77582660524	820.0
5.622021205E8	5977.682773896137	0.0
5.699566325E8	4162.099116538525	0.0
5.777111445E8	3214.8712769585386	820.0
5.854656565E8	2013.5287645843057	0.0
5.932201685E8	2079.6491640811555	0.0
6.009746805E8	2125.474342612753	820.0
6.087291925E8	1086.1091844332998	0.0
6.164837045E8	1518.3097763667736	0.0
6.242382165E8	1421.6519623331142	820.0
6.319927285E8	1566.9031741321182	0.0
6.397472405E8	1049.244541338199	0.0
6.475017525E8	1163.3854265267964	820.0
6.552562645E8	614.6697278509484	0.0
6.630107765E8	491.05358481953635	0.0
6.707652885E8	479.11784767345443	820.0
6.785198005E8	414.93008826267476	0.0
6.862743125E8	377.71989827359437	0.0
6.903119965E8	361.6978677049081	820.0
6.941892525E8	12699.964936359576	0.0
7.017833365E8	6473.725318040694	0.0
7.095378485E8	8683.647099222153	820.0
7.172923605E8	8082.5482268742935	0.0
7.250468725E8	4358.714985363566	0.0
7.328013845E8	7386.236384785463	820.0
7.405558965E8	3215.9015684949677	0.0
7.483104085E8	4819.43671997812	0.0
7.560649205E8	2374.1013993169695	820.0
7.638194325E8	2957.957663945588	0.0
7.715739445E8	3847.7463192206696	0.0
7.793284565E8	2520.0817335370753	820.0
7.870829685E8	1975.805140609923	0.0
7.948374805E8	2512.9430107684466	0.0
8.025919925E8	1496.2730188012042	820.0
8.103465045E8	1269.0159505250274	0.0
8.181010165E8	1745.2209395059326	0.0
8.258555285E8	955.5300578015627	820.0
8.336100405E8	990.0619564310673	0.0
8.413645525E8	806.6302482615608	0.0
8.491190645E8	571.8663145842079	820.0
8.568735765E8	538.5826593532041	0.0
8.646280885E8	434.505776320057	0.0
8.723826005E8	397.60747731201127	820.0
8.789432785E8	374.6737099188867	0.0
8.828205345E8	7073.860321206915	0.0
8.878916245E8	7231.843630575633	820.0
8.956461365E8	6018.668400588904	0.0
9.034006485E8	10585.470636609462	0.0
9.111551605E8	4788.080415400727	820.0
9.189096725E8	4688.303710730034	0.0
9.266641845E8	3925.2748155758995	0.0
9.344186965E8	3431.49990388483	820.0
9.421732085E8	3158.5377939913287	0.0
9.499277205E8	4747.972611431248	0.0
9.576822325E8	3807.423664015018	820.0
9.654367445E8	3069.9034479028896	0.0
9.731912565E8	2663.533965045371	0.0
9.809457685E8	1666.1063938622872	820.0
9.887002805E8	1524.3688331829103	0.0
9.964547925E8	1473.1843276104157	0.0
1.0042093045E9	835.065956090507	820.0
1.0119638165E9	1345.9166245045303	0.0
1.0197183285E9	1201.5002781566855	0.0
1.0274728405E9	651.9682209712612	820.0
1.0352273525E9	526.7391521875769	0.0
1.0429818645E9	486.00743073250976	0.0
1.0507363765E9	409.6297448446849	820.0
1.0584908885E9	385.5901201677222	0.0
1.0624550525E9	364.80603433206306	0.0
1.0663323085E9	8275.910407982357	820.0
1.0739999125E9	8420.691655983095	0.0
1.0817544245E9	10144.932092932728	0.0
1.0895089365E9	6349.126430214599	820.0
1.0972634485E9	5719.20501541853	0.0
1.1050179605E9	4276.0829295020285	0.0
1.1127724725E9	3372.4276168594993	820.0
1.1205269845E9	1979.961680009355	0.0
1.1282814965E9	2542.353852590829	0.0
1.1360360085E9	1681.9840301992529	820.0
1.1437905205E9	1707.507126587493	0.0
1.1515450325E9	2062.8771228269125	0.0
1.1592995445E9	1416.6958730709646	820.0
1.1670540565E9	1907.566417682472	0.0
1.1748085685E9	1079.7300150279573	0.0
1.1825630805E9	868.8577883269178	820.0
1.1903175925E9	729.6176621464365	0.0
1.1980721045E9	532.2127810283356	0.0
