#Read position (bp)	Clipping profile
0.0	11.948982332216643
1.0	1.0939414154443377
2.0	1.0583775043721968
3.0	1.015426477425634
4.0	0.9672746546299524
5.0	0.9132862867854317
6.0	0.8893506167741964
7.0	0.8625648468899563
8.0	0.8349946772249959
9.0	0.806318231319649
10.0	0.7763736365891499
11.0	0.7570095713411817
12.0	0.7367502882916005
13.0	0.7163199654013093
14.0	0.6957069673069946
15.0	0.6748869655217279
16.0	0.658980189818351
17.0	0.6428050603265505
18.0	0.6265388929314901
19.0	0.6107602120005929
20.0	0.5949384802254354
21.0	0.5820583798480164
22.0	0.5692137496993656
23.0	0.55641640143618
24.0	0.5440598571491962
25.0	0.531659098481621
26.0	0.5210305819400904
27.0	0.5105275510289634
28.0	0.5002171735273682
29.0	0.49034862250359945
30.0	0.9395219155369987
31.0	0.919551753636422
32.0	0.8419161670148131
33.0	0.7858533196675075
34.0	0.7122610923147282
35.0	0.8735622044485278
36.0	0.7983664477377509
37.0	0.7837574381479608
38.0	0.7045632769811568
39.0	0.6841856305538672
40.0	0.7719683117452372
41.0	0.703198025760351
42.0	0.6708759032007626
43.0	0.6399150123728355
44.0	0.6045789076109042
45.0	0.6321053565167467
46.0	0.6201298527489452
47.0	0.6044943925628354
48.0	0.5659810579254034
49.0	0.5602808229207171
50.0	0.5677436391740305
51.0	0.6163099629730902
52.0	0.5778060071436625
53.0	0.587168490380643
54.0	0.525350968631814
55.0	0.5210810371064595
56.0	0.521433059734711
57.0	0.5117254293114369
58.0	0.49543824774505874
59.0	0.4854362426299506
60.0	0.5090834966657154
61.0	0.4825504257174407
62.0	0.4683914578771502
63.0	0.4725950678316172
64.0	0.45217232555681813
65.0	0.45524649432030156
66.0	0.45683930504058007
67.0	0.4378355482098898
68.0	0.4572748907326293
69.0	0.44648584143604786
70.0	0.4462768985178769
71.0	0.44796801042881707
72.0	0.4068284685154753
73.0	0.40859083821204206
74.0	0.41438623638516303
75.0	0.44549567201806045
76.0	0.38946603834421356
77.0	0.3890748433261396
78.0	0.3791830215757437
79.0	0.3790451954084925
80.0	0.3751967108458274
81.0	0.3743302641244079
82.0	0.3691982579535457
83.0	0.37187957454114995
84.0	0.36539603277472127
85.0	0.3662840578062859
86.0	0.374965978065451
87.0	0.36401925196663193
88.0	0.363187993404567
89.0	0.36448759296934274
90.0	0.3647205823050284
91.0	0.36761320414214294
92.0	0.363878992950688
93.0	0.3662162906296534
94.0	0.3650452794588313
95.0	0.37023687279332973
96.0	0.36922040040251825
97.0	0.3718660352092941
98.0	0.3731379214541775
99.0	0.37532596915463845
100.0	0.3786602411761959
101.0	0.38212623961393405
102.0	0.3846855964388057
103.0	0.3871168584911976
104.0	0.39039662059856467
105.0	0.3940591509002725
106.0	0.3986149245176978
107.0	0.40263049994928163
108.0	0.40784250805759403
109.0	0.41327065185412565
110.0	0.4180282461370269
111.0	0.4246044829645205
112.0	0.4311886882529502
113.0	0.43767261786482264
114.0	0.4444443640546616
115.0	0.45179421150780286
116.0	0.45994192755616675
117.0	0.4680711680579358
118.0	0.4758894975484947
119.0	0.48447639567393197
120.0	0.49332050584595327
121.0	0.503569145404633
122.0	0.513882696187132
123.0	0.5244791273328583
124.0	0.5352831968257172
125.0	0.546341728188377
126.0	0.5592772904642574
127.0	0.5722836521629674
128.0	0.5855213460395576
129.0	0.5988441191030441
130.0	0.612225139500452
131.0	0.628793332720192
132.0	0.6453045831770488
133.0	0.6621415180306564
134.0	0.6788316004957755
135.0	0.6952085153943753
136.0	0.7164886429106798
137.0	0.7377064683452416
138.0	0.7586434231611482
139.0	0.7791399618462969
140.0	0.7990478216651307
141.0	0.8290307073185346
142.0	0.8581731671539293
143.0	0.886337516038771
144.0	0.9134046149044632
145.0	0.9374386213650369
146.0	0.9911069462010803
147.0	1.0393108813209362
148.0	1.0819517024298226
149.0	1.11673671407481
150.0	1.1299844214155852
